"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene"
330.876749937239,-4.82334144310892,0.236521339187775,8.06984269732411e-94,1.80813905549764e-92,"ENSG00000000005"
814.709421848162,1.97186109747475,0.0798263320993889,3.45164877103041e-136,1.72859803184907e-134,"ENSG00000000460"
4492.96506695989,-1.5209128675072,0.136262419904812,4.43738026821599e-30,1.80444170549228e-29,"ENSG00000000971"
3689.65369753532,1.20228814816789,0.0857709152818146,2.0292668450906e-45,1.31944439783028e-44,"ENSG00000001167"
79.6032312920896,2.41909505804446,0.169312807287865,1.04067389466208e-47,7.3300207724901e-47,"ENSG00000002726"
10.0517368436596,1.10733558831553,0.207963474160199,2.13660356138092e-08,3.81379316085252e-08,"ENSG00000002745"
32.5882466148487,1.50041441995639,0.146963231912186,1.33902067415234e-25,4.72065805236988e-25,"ENSG00000002822"
1531.64203375609,-1.97424630494626,0.180477379402931,2.55449391042266e-29,1.01714313844491e-28,"ENSG00000003096"
2524.31420368055,2.3247624261145,0.132763831546927,4.39727285599009e-70,5.70492755186933e-69,"ENSG00000003249"
2130.73505972579,-1.86576824632201,0.128214105446794,2.10077647098386e-49,1.55863164361752e-48,"ENSG00000003436"
2899.08967263038,-2.57611998220813,0.187143548466248,1.95598131407535e-44,1.23178508877043e-43,"ENSG00000003989"
5617.58017606721,1.0623553037686,0.0757811169686646,2.90161271874692e-45,1.87645800224268e-44,"ENSG00000004059"
625.75330025482,1.31290128359444,0.180193447152821,3.90177075888159e-14,9.04589371172506e-14,"ENSG00000004468"
11236.5996144672,1.08278465491092,0.0940945983554751,2.77591697463897e-31,1.17539896658908e-30,"ENSG00000004478"
1123.52355991074,-4.92039590892716,0.210169642077849,1.2264037294865e-122,4.83294977893895e-121,"ENSG00000004776"
689.267759921196,1.04766584801366,0.102275228614477,3.17309014491398e-25,1.10522847999312e-24,"ENSG00000004777"
13346.2619317958,-4.47148236270758,0.18038950863295,7.46043003781792e-137,3.7812245857338e-135,"ENSG00000004799"
41.9080622345164,2.21362326514435,0.192626131378229,4.86926317242196e-32,2.10901136170771e-31,"ENSG00000004809"
129.634570307825,-4.1488596098628,0.233597237022858,1.18067791288781e-71,1.58684243132294e-70,"ENSG00000004846"
37.4620454980679,-2.66777910047764,0.176464888111956,6.68615656114436e-53,5.45625395026073e-52,"ENSG00000004948"
657.648885791236,1.50314139183605,0.168349877912204,3.19683839469237e-20,9.350460571439e-20,"ENSG00000005001"
2632.29132620235,-1.01392537233445,0.0970142404362276,3.95495414283105e-26,1.4229209613303e-25,"ENSG00000005020"
96.2930797502602,2.03661022461913,0.230146623388754,2.92822833206615e-20,8.58270303843879e-20,"ENSG00000005073"
1872.94017183454,1.12112485366709,0.0908917631730524,1.220398972736e-35,5.86230474285719e-35,"ENSG00000005075"
879.093799198233,-2.7203587581833,0.185337143509606,5.15616549361325e-50,3.88200432935258e-49,"ENSG00000005102"
438.198520674547,-1.4294157344432,0.143433183032055,1.92424553320092e-24,6.53203138736573e-24,"ENSG00000005108"
452.643717977755,-1.01359013712339,0.159090514310456,5.08366359618885e-11,1.02989173288069e-10,"ENSG00000005187"
1186.6545746274,-1.08427039046397,0.145570543350713,2.14198822283091e-14,5.02344750182241e-14,"ENSG00000005243"
7800.51215027437,-2.92304011442105,0.15649682673377,5.7610761723567e-79,9.18877997651623e-78,"ENSG00000005249"
944.819594492646,-1.32914711082487,0.0909624728038845,2.75860607291749e-49,2.04129570751903e-48,"ENSG00000005469"
1321.20165683786,2.71921221571276,0.236802065140499,8.79177281023073e-32,3.77588466252559e-31,"ENSG00000005513"
5645.22631977555,-1.117694307091,0.0979197029982046,7.4053087071521e-31,3.08744126896056e-30,"ENSG00000005810"
3056.08828859022,-1.04116160129026,0.0680331560288221,1.84938440453247e-53,1.53525364455194e-52,"ENSG00000005812"
1394.79542118592,-1.69852681830831,0.0923534772266419,7.26212677377076e-77,1.08912484155295e-75,"ENSG00000005882"
1166.60097027283,2.4958116324098,0.245183720497743,1.00923093903308e-25,3.57597999812797e-25,"ENSG00000006016"
160.874135547222,-3.72803720201828,0.265958903779027,1.26719999711378e-45,8.31637065188519e-45,"ENSG00000006071"
5556.67615971683,2.60782525186915,0.123466056299817,2.59761564790271e-100,6.74538248568809e-99,"ENSG00000006118"
40.9488923437972,-3.41439596686984,0.295548760379039,7.0717814911747e-32,3.04417669869523e-31,"ENSG00000006128"
12317.7918360557,-1.39643407909575,0.138429606647787,6.10982709257948e-25,2.10590046060703e-24,"ENSG00000006210"
105.748117064317,-1.51210788811366,0.214892105255417,1.4406349891926e-13,3.25521216102375e-13,"ENSG00000006283"
3124.79465404465,1.52521649695379,0.13853746960823,2.40662831384589e-29,9.58947066944939e-29,"ENSG00000006327"
137.89374160213,4.70616200151353,0.246207828492625,9.03306449081191e-83,1.59328486569069e-81,"ENSG00000006377"
2135.39499806457,1.70979590050302,0.0745871038746125,1.25301924339114e-117,4.47655091476492e-116,"ENSG00000006453"
1079.44573633037,-1.0382478037552,0.142461952432308,8.04193230997347e-14,1.83910838515797e-13,"ENSG00000006468"
1194.82232736229,1.45325580266286,0.140552042766415,3.91465454319074e-26,1.40902442777049e-25,"ENSG00000006555"
50.9114182850651,1.28079264088614,0.251905756465585,4.90848727747294e-08,8.58934228556959e-08,"ENSG00000006611"
2010.31245423022,1.44886351335236,0.0916956585001902,2.60176338273996e-57,2.40680991981118e-56,"ENSG00000006625"
1111.43522570302,1.95296152719366,0.0637945418085349,2.78064391748247e-207,3.078282578913e-205,"ENSG00000006634"
1834.99012771056,1.10734335485121,0.0634303897737358,6.49306821243998e-69,8.16583399183315e-68,"ENSG00000006704"
1132.99856396222,-1.031728968721,0.0918790211695055,7.67144376834986e-30,3.09117299545074e-29,"ENSG00000006757"
27.6958255558587,1.19468520449915,0.199685796768306,3.6833581426124e-10,7.15785511788184e-10,"ENSG00000006788"
390.337384198473,1.52327444271241,0.311761652423788,7.52135321334103e-08,1.30462643563436e-07,"ENSG00000007038"
10807.5076884228,1.13482660963155,0.185347961797071,1.81551142829612e-10,3.58101169897303e-10,"ENSG00000007062"
2915.28819068391,1.14794177762842,0.111603424472196,1.56972067907253e-25,5.52241059309083e-25,"ENSG00000007080"
67.3577368330642,-2.89113024214158,0.210266692079933,3.5940275977337e-44,2.24736909650929e-43,"ENSG00000007174"
524.965181223137,-2.48777102906595,0.31632749018815,1.42101898193968e-16,3.63562207831822e-16,"ENSG00000007216"
3220.96446199999,-1.52914083541675,0.129529216426695,2.53239362664668e-33,1.1399836157192e-32,"ENSG00000007237"
377.854566561711,1.09982742068618,0.178059106385663,1.41695821143107e-10,2.81003604286984e-10,"ENSG00000007264"
563.990368118596,-4.5033943903789,0.179701800660267,8.02308589662542e-140,4.28585607563543e-138,"ENSG00000007314"
199.676016144452,5.75893987592559,0.266853388937205,4.25180610089515e-105,1.22929795978974e-103,"ENSG00000007372"
1462.78286151101,1.5372993890026,0.0891711334997991,8.99829575853736e-68,1.09324420742894e-66,"ENSG00000007376"
262.386347000754,-1.38313486020755,0.12094834174442,2.80120946264456e-31,1.18521376987478e-30,"ENSG00000007402"
282.20585760177,-1.71465092364976,0.136614382127616,1.8172815463506e-37,9.30030309624137e-37,"ENSG00000007516"
2426.08984136586,-1.04654336889506,0.0809089548921461,7.22324322043397e-39,3.86179670084821e-38,"ENSG00000007944"
1002.80771880511,3.81249743389172,0.128560878802925,3.15658053274034e-194,3.18058566613304e-192,"ENSG00000007968"
78.9290171664288,1.45842973319187,0.156228380487302,8.35673792549495e-22,2.59157443922417e-21,"ENSG00000008056"
24.9650120724929,1.38479205122859,0.137930532209614,1.02569404357059e-24,3.51085306573684e-24,"ENSG00000008118"
1192.13570435059,-2.2966519719713,0.280722056837268,9.53081133929297e-18,2.54482644249893e-17,"ENSG00000008196"
507.259315336783,2.10673295012691,0.133351517323,1.05140384445399e-57,9.89483920057456e-57,"ENSG00000008300"
1074.93863322212,-1.91594222197134,0.114153689057422,1.12721304440161e-64,1.27299422135208e-63,"ENSG00000008311"
226.099657063653,1.31845753647017,0.146467377531506,2.67806123766663e-20,7.86315415219271e-20,"ENSG00000008516"
3954.30577693644,2.03041816015775,0.147255957362384,9.92494700587071e-45,6.31406742033219e-44,"ENSG00000008517"
1048.46006604098,2.26240657902808,0.177535224547673,1.17447041633214e-38,6.23432608694664e-38,"ENSG00000008735"
43.6723711425895,5.79152332714065,0.527729095812262,7.03760642719214e-30,2.83849001319181e-29,"ENSG00000009709"
93.2543915253731,-1.64286909263604,0.132335459107231,1.16311281496755e-36,5.80762591615991e-36,"ENSG00000009724"
576.718349502009,1.6902276194366,0.136240886610676,1.1729225061503e-36,5.85487007148951e-36,"ENSG00000009790"
751.841044797465,-4.23981305524713,0.196773192207571,4.40360391108765e-104,1.23912112059987e-102,"ENSG00000009950"
577.74832705619,3.03515370089578,0.141687368124858,7.44698818467816e-103,2.04088713654038e-101,"ENSG00000010030"
12.663848863385,-3.87587980178207,0.246700435807043,1.26647448729374e-56,1.14883914812354e-55,"ENSG00000010282"
9009.19111611946,1.91989706745133,0.0888995190818771,6.8167895857769e-105,1.96414586232651e-103,"ENSG00000010292"
76.2237496389665,-1.44523801530578,0.139333737215887,2.83523318843004e-26,1.02466642744227e-25,"ENSG00000010310"
4109.59103724295,-3.67031751129438,0.151737824798452,3.33023453646738e-130,1.49833841029777e-128,"ENSG00000010319"
51.4323450658951,2.62460160919989,0.208499555245121,1.22258818357008e-37,6.29513199661378e-37,"ENSG00000010438"
3753.9278859428,1.15712478661525,0.0757333480604813,1.99020685685303e-53,1.64971481676187e-52,"ENSG00000011009"
1161.36191445835,-1.17479539306542,0.0666042880500554,2.24338108759535e-70,2.92404132927707e-69,"ENSG00000011021"
13.0346807184787,1.44416909246709,0.200531873338539,5.14163362852546e-14,1.18615669135177e-13,"ENSG00000011083"
50.3083301282658,1.77809752135299,0.151322372660783,2.93609799884293e-33,1.31994980033476e-32,"ENSG00000011332"
2814.1263632064,2.51766846464679,0.103223369406783,1.0010764030118e-132,4.66623618655945e-131,"ENSG00000011422"
