"Gene1","Gene2","Correlation"
"DSEL","PTPRM",0.624545831225168
"CDH13","LRCH2",0.624328406064826
"DSEL","LRCH2",0.624236337184652
"DSEL","XYLT1",0.623730354913007
"LOXHD1","PTPRB",0.623460298054619
"PTPRG","TGFBR2",0.623145351620729
"ADGRA2","CSF1",0.62242247642578
"ARHGEF15","MCAM",0.622389989764766
"ADAM12","EPB41L2",0.622318314982204
"CSF1","TNFRSF9",0.622317093869028
"ADGRL2","PTPRG",0.622299850806261
"EPB41L2","SLIT3",0.621974727545074
"DSEL","FILIP1L",0.621952070263722
"CCR2","CLIC5",0.621770464693713
"AQP1","KANK3",0.621738686055599
"EHD2","THBS2",0.621122499969315
"CFL1","UBE2S",0.620949953316597
"ADAM33","ROBO3",0.620836493732906
"DOK3","PPP1R16B",0.620312597311416
"AQP1","NTRK2",0.620241663763106
"PDE3A","PTPRM",0.620086236227808
"CD2","SIGLEC7",0.61926587450642
"CMTM7","TNFSF13B",0.619252291287385
"CLIC5","GNG2",0.619213733920788
"ARHGEF15","JAM2",0.618890115631635
"EHD2","LRCH2",0.618868345864262
"ICAM2","MS4A1",0.618667305677867
"CSF1","IL12RB1",0.618253318594179
"ADAM12","CORIN",0.618166769049782
"EDA2R","RECK",0.618164574917632
"CLIC5","IL2RG",0.618117633782361
"PTPRB","SEMA6D",0.617923279687379
"BMX","PTPRB",0.617629170281394
"EDA2R","SLIT3",0.617406239592029
"ABCB1","MYO1G",0.617205254327036
"LRP1","RFTN2",0.617148981566506
"FBLN2","TGFBR2",0.616744376714698
"IL2RG","RAMP3",0.616544427248862
"JAM2","RECK",0.61625030048521
"ABCB1","TEK",0.616162177006115
"EPB41L2","THBS2",0.615775138441686
"EPB41L2","XYLT1",0.615492259041873
"PDE3A","RECK",0.615482750561737
"CLIC5","TNFRSF9",0.615280776445951
"ADGRA2","TGFBR2",0.615199180178926
"FILIP1L","SLC24A2",0.615111904686948
"B3GALT2","IL2RG",0.614815576604625
"GNG2","TEK",0.614593890864425
"CD248","EHD2",0.613703764294404
"CD248","MRGPRF",0.613604772620143
"KANK3","ROBO4",0.61356448207504
"GNG2","IL2RG",0.613333969869828
"ADGRA2","MRGPRF",0.612433927628459
"LRP1","MRGPRF",0.612417686442505
"MAP4K1","SIGLEC7",0.612260978168694
"SIGLEC7","TRAT1",0.611629203396097
"ABCB1","TNFRSF9",0.611555266810402
"EDA2R","SLC24A2",0.611502496217238
"GNG2","LOXHD1",0.611319442513268
"CCR2","ICAM2",0.609516431903612
"SLIT3","XYLT1",0.609239189983142
"CSF1","DOK3",0.609034612593579
"FILIP1L","XYLT1",0.608914369134118
"MBP","TRAT1",0.608649145258034
"DOK3","GNG2",0.608378435480734
"B3GALT2","TNFRSF9",0.607881362354252
"PTPRG","THBS2",0.607872174626505
"CSF1","SLIT3",0.606871852040583
"ABCA1","ADAM12",0.606868995994637
"CDH5","SLC35G2",0.606834330001873
"TGFBR2","TNFSF13B",0.606645113293531
"PTPRG","RECK",0.606608681082592
"DSEL","GAS7",0.606597452189045
"FBLN7","MRGPRF",0.606401657216043
"ABCB1","ZDHHC2",0.606221988418418
"CSF1","FBLN2",0.606072861090697
"LOXHD1","MCAM",0.605984614609678
"PTPRB","PTPRG",0.605955839210937
"CD48","RAMP3",0.605844550968229
"LRCH2","XYLT1",0.605373175857301
"CALCRL","GNG2",0.605248594584412
"EHD2","FILIP1L",0.605137491266356
"CFL1","DUS1L",0.604851851979364
"ESAM","TEK",0.604401105169564
"DSEL","SLC24A2",0.604177351119519
"SAMSN1","TGFBR2",0.603872254567266
"PIEZO2","PTPRG",0.603736123674568
"CCR4","DOK3",0.60359775459629
"CCR4","SIGLEC7",0.603482927417912
"EPB41L2","ZDHHC2",0.603393795821662
"B3GALT2","GNG2",0.603296282961619
"SIGLEC7","TGFBR2",0.603269984287554
"PTPRM","RFTN2",0.603102775138466
"ADGRA2","RFTN2",0.602573448547094
"CLIC5","ZDHHC2",0.6024735414792
"B3GALT2","IL12RB1",0.602092047937453
"CORIN","SLIT3",0.602035296206298
"BMX","ITGA7",0.601857626307167
"EHD2","GAS7",0.601830898791601
"JAM2","LOXHD1",0.601266052971199
"ELN","KANK3",0.60096289448975
"NT5E","PTPRG",0.600944327151443
"ADGRA2","EPB41L2",0.600914448652894
"EHD2","MCAM",0.600586143615046
"CCDC69","SLC14A1",0.600477148918009
"ARHGEF15","PLPP1",0.600473342441087
"ADGRA2","NT5E",0.600375280905869
"ADAM33","FBLN7",0.59996858678155
"CD2","RAMP3",0.599905383628819
"CSPG4","ITGB3",0.599846539304993
"GAS7","THBS2",0.599785048228819
"JAM2","SEMA6D",0.599402577293273
"CALCRL","EDNRB",0.599205683887004
"EDA2R","RFTN2",0.599136717042076
"EDNRB","TEK",0.599067305953781
"FILIP1L","GAS7",0.598286022183027
"PTPRG","RFTN2",0.598209687663838
"B3GALT2","CCR4",0.597357263147877
"CLIC5","MAP4K1",0.596781059709416
"ABCB1","CMTM7",0.596532081157728
"CMTM7","GYPC",0.596469121884071
"BMX","ICAM2",0.596448610480323
"LRP1","SLC24A2",0.596424665226765
"NTRK2","PTPRB",0.596413195848383
"CRYBG3","UBE2S",-0.596170480137959
"GAS7","NT5E",0.595449974037713
"EHD2","ROBO4",0.595081225849145
"LRCH2","TNFSF13B",0.595068446238114
"ICAM2","ROBO4",0.594840918885132
"CLIC5","MS4A1",0.594337537863261
"CSF1","RECK",0.59419167704007
"CDH13","PTPRM",0.594007143218907
"SEMA6D","TGFBR2",0.593809497096934
"BMX","CDH5",0.593725606807631
"FBLN2","PTPRM",0.593710326272969
"EDNRB","NTRK2",0.593599078726623
"RFTN2","RHOJ",0.593504852846198
"NT5E","PTPRM",0.593475396659581
"PTPRM","RECK",0.59337695503592
"AQP1","ELN",0.593330068087046
"TRAT1","ZDHHC2",0.593244389200784
"GNG2","RFTN2",0.593088650186099
"B3GALT2","ZDHHC2",0.592837791316531
"B3GALT2","CCDC69",0.592599282913059
"RHOJ","SLC35G2",0.592535459436094
"CSF1","GAS7",0.592488164374889
"JAM2","LRCH2",0.592162167959709
"CSF1","ICAM2",0.59140892222564
"ICAM2","TNFRSF9",0.591334674231763
"CDH5","EDNRB",0.591251070422138
"GYPC","IL2RG",0.591174409773166
"ROBO4","SLC35G2",0.591111369911977
"CCR4","MBP",0.590902642177599
"FILIP1L","SDC2",0.590869280330097
"ABCB1","SLC14A1",0.590576411089586
"ICAM2","TEK",0.590412152861891
"CMTM7","SIGLEC7",0.589982031420061
"B3GALT2","MAP4K1",0.589971909209225
"FBLN2","NT5E",0.589797725129831
"GYPC","MRGPRF",0.589415701021029
"JAM2","ZDHHC2",0.589140577836582
"B3GALT2","CCR2",0.58886122148262
"BMX","RAMP3",0.588818120237544
"CSPG4","ELN",0.588777637566708
"BASP1","MRGPRF",0.588603691359345
"CMTM7","GNG2",0.588486054151851
"CD248","ESAM",0.587699261012433
"DUS1L","KANK3",0.58769421669925
"EDA2R","NT5E",0.587655885008182
"DOK3","GYPC",0.587587507552204
"GFRA2","MAP4K1",0.587563937773028
"CORIN","SDC2",0.587350708230571
"CALCRL","PIEZO2",0.587128472016932
"EDA2R","LRCH2",0.586755150311608
"CDH13","TGFBR2",0.586749973774485
"ITGB3","LRP1",0.585427297432802
"SLC35G2","TEK",0.585146762092847
"GFRA2","ITGA7",0.585142036766475
