"Gene1","Gene2","Correlation"
"ICAM2","JAM2",0.737751359715359
"ADGRA2","CDH5",0.736986872319461
"ITGA7","KANK3",0.736983484267803
"ADGRA2","RECK",0.736473104968812
"ARHGEF15","TEK",0.736054488209444
"CD48","PPP1R16B",0.734106475625043
"CCR4","SLCO5A1",0.733119658301694
"IL12RB1","TNFSF13B",0.732484670250328
"GAS7","PRKD1",0.731394058155052
"ELN","GAS7",0.730783060138423
"ICOS","MS4A1",0.729557830899829
"EDNRB","PTPRB",0.729024401665959
"CD48","TNFSF13B",0.728451001589988
"JAM2","PLPP1",0.727580797205955
"CCR4","MAP4K1",0.727447073927708
"PTPRB","RHOJ",0.726049690642351
"FAM171A1","TGFBR2",0.725828666360381
"FILIP1L","RECK",0.725675012458623
"JAM2","RFTN2",0.724954658492226
"ICAM2","KANK3",0.724696247212461
"CD248","MRGPRF",0.724689359110638
"ABCB1","BMX",0.723810391971978
"IL2RG","MS4A1",0.723608612893617
"EDNRB","PLPP1",0.723511395761679
"PLPP1","TEK",0.723348807759975
"LRCH2","SLC16A7",0.721139217827431
"CALCRL","TGFBR2",0.721036166087648
"GAS7","RFTN2",0.720514870214275
"GAS7","SLC24A2",0.720314265056042
"ADGRA2","RHOJ",0.720236311583157
"AQP1","GYPC",0.720016677166542
"CCR4","MS4A1",0.718565536622325
"ABCB1","TEK",0.718427477101849
"AQP1","PLPP1",0.71828365201391
"CD2","PPP1R16B",0.717785782730908
"CD2","TNFSF13B",0.717544515465097
"JAM2","LRCH2",0.717472748315156
"ADAM12","LRCH2",0.717195302183389
"PLPP1","RHOJ",0.715914812716995
"ADAM12","PRKD1",0.715636081492927
"CCDC69","ICAM2",0.715050879330102
"CRYBG3","TGFBR2",0.714374030609781
"CD2","SLCO5A1",0.714328363999722
"PPP1R16B","TGFBR2",0.713000190088502
"ADAM12","CORIN",0.712795400453975
"MAP4K1","PPP1R16B",0.712674110911276
"EPB41L2","GNG2",0.712587711792857
"ABCB1","RHOJ",0.712074458366079
"BMX","TGFBR2",0.711722471259138
"ADGRA2","FBLN2",0.711320210494454
"GYPC","KANK3",0.71127293633748
"CDH5","FAM171A1",0.711041771127378
"EPB41L2","SLC16A7",0.710800645036375
"RHOJ","ROBO4",0.71016172858161
"CD48","SLCO5A1",0.709461328106346
"SAMSN1","TNFRSF9",0.70892926713971
"BMX","ITGA7",0.708829917791382
"MS4A1","SLCO5A1",0.707442136785862
"ABCB1","MET",0.707277395880375
"ABCB1","FAM171A1",0.706333106421393
"GNG2","PPP1R16B",0.705852762422946
"AQP1","FAM171A1",0.705738371433573
"CLDN19","KLK7",0.705719762949481
"CLCA4","KLK7",0.705592402659741
"LRP1","TGFBR2",0.705575074129061
"CCR2","IL2RG",0.705115291970523
"BMX","PLPP1",0.70508181510692
"ARHGEF15","MCAM",0.704725141404451
"ITGA7","ROBO4",0.704714501965171
"CCR2","TNFRSF9",0.70439197512819
"PRKD1","RFTN2",0.703065674421309
"ABCB1","PTPRB",0.702581219747326
"CD2","SAMSN1",0.702186629172634
"PRKD1","SLIT3",0.702142511236978
"GAS7","THBS2",0.702053746838978
"CD48","MYO1G",0.701375752263127
"KANK3","ROBO4",0.700671406721677
"ADAM12","FBLN2",0.700450098489635
"PRKD1","THBS2",0.70033089587306
"IL12RB1","MS4A1",0.700110555698784
"GAS7","JAM2",0.699770765955178
"PRKD1","TGFBR2",0.699190595261263
"GYPC","ROBO4",0.699007527444713
"CRYBG3","PTPRB",0.698932010084057
"ADAM33","FBLN2",0.698171215394252
"FAM171A1","TEK",0.698012426986841
"CCR2","SAMSN1",0.697883915318892
"TNFSF13B","TRAT1",0.697828619019074
"CRYBG3","EPB41L2",0.697822413095921
"ARHGEF15","FAM171A1",0.69711724392358
"CCR4","GNG2",0.696412176229044
"ESAM","RHOJ",0.696203049235613
"TNFRSF9","TNFSF13B",0.696200003988646
"RFTN2","SLC16A7",0.69599479320772
"MAP4K1","TNFRSF9",0.695889484790644
"ABCB1","PPP1R16B",0.695767206530692
"FILIP1L","TGFBR2",0.6954698780308
"JAM2","MET",0.695312856385127
"GNG2","RHOJ",0.695102014753227
"EPB41L2","SLIT3",0.694895163631615
"CCDC69","ITGA7",0.694692202344141
"ADAM12","FILIP1L",0.694607192465143
"ICAM2","RHOJ",0.694028885600655
"ABCB1","TGFBR2",0.693965967700498
"LRCH2","PCDHB12",0.691924501007157
"CD248","EHD2",0.691704095553731
"CCR2","SLCO5A1",0.691463622609954
"ELN","JAM2",0.691275664601205
"DOK3","IL12RB1",0.691134562552864
"FILIP1L","LRCH2",0.690002046655969
"GNB2","GUK1",0.689800604262127
"COL17A1","MET",0.68921742212907
"GNG2","SAMSN1",0.689016865356871
"CORIN","RECK",0.688814748308363
"ADGRL2","LRCH2",0.688222057565468
"ADGRA2","THBS2",0.688187271174286
"BMX","MET",0.68797996925513
"EPB41L2","LRP1",0.687346810536108
"LRCH2","NT5E",0.687011572343511
"ADGRD1","TGFBR2",0.686521976465799
"NT5E","PRKD1",0.685927856877168
"MAP4K1","SLCO5A1",0.685715577331451
"MET","RHOJ",0.685473314380214
"PLPP1","TGFBR2",0.685453101744091
"ADAM33","JAM2",0.685165074947753
"AQP1","TEK",0.685034205668828
"GNG2","SLIT3",0.684409603454931
"LRCH2","THBS2",0.684048880814054
"PLPP1","PTPRB",0.683687761532305
"FAM171A1","MRGPRF",0.683657138280108
"MET","TGFBR2",0.682812470703789
"COL17A1","SCN5A",0.682621488637344
"LRCH2","SLC24A2",0.682055942792596
"ADGRA2","MRGPRF",0.682036863339003
"SAMSN1","SIGLEC7",0.681686093558951
"CLDN19","SCN5A",0.681487392246197
"GNG2","LRP1",0.681357157078075
"MRGPRF","RHOJ",0.681167136802172
"ADGRA2","LRCH2",0.680617865986675
"CCR2","GNG2",0.680499232980734
"ADAM33","GAS7",0.68044841268459
"FBLN2","LRCH2",0.680285510811884
"NT5E","TGFBR2",0.679770691770218
"CRYBG3","EHBP1",0.679766397639448
"ADGRA2","TEK",0.679598674167355
"ARHGEF15","GYPC",0.679245340460911
"JAM2","RECK",0.678668669259969
"PTPRB","SLC16A7",0.678440786401887
"DUS1L","GUK1",0.677700874463356
"CLCA4","COL17A1",0.67762498829587
"CALCRL","EDNRB",0.677575598717131
"CDH5","EDNRB",0.677079301683253
"ELN","RECK",0.676017787106357
"IL12RB1","PPP1R16B",0.675471287731272
"EDNRB","TEK",0.675201936849212
"ICOS","MYO1G",0.67512970242764
"FILIP1L","RFTN2",0.674882860431184
"COL17A1","PIK3C2G",0.674702649175921
"CD248","FBLN2",0.674634095592289
"ESAM","KANK3",0.674478873169991
"PTPRM","SLIT3",0.674348858244863
"FILIP1L","NT5E",0.674256178637734
"SLC16A7","TEK",0.674037030975473
"GAS7","RHOJ",0.673506135648188
"LRCH2","RHOJ",0.673408910254973
"PTPRM","TGFBR2",0.673199950711895
"ARHGEF15","PTPRB",0.673142301953576
"CLCA4","CLDN19",0.672844394972596
"ICAM2","ITGA7",0.672464671108825
"GNG2","TEK",0.672176473945011
"CD2","MYO1G",0.67197151768424
"CD248","ROBO4",0.671919362868938
"FILIP1L","SLIT3",0.671736007458457
"BMX","FAM171A1",0.671685774821104
"LRCH2","SLIT3",0.671099412594643
"EPB41L2","LRCH2",0.671090273234758
"ADGRA2","EPB41L2",0.671077080022638
"LRP1","RFTN2",0.670962100705215
"ADGRA2","FAM171A1",0.670478383349836
"AQP1","KANK3",0.670260055815542
"LRP1","SLC24A2",0.669861617257212
"ABCB1","KIT",0.669650056375705
"ICAM2","PPP1R16B",0.66958079222539
"GYPC","JAM2",0.669557124560277
"PTPRB","PTPRM",0.669228075817813
"EPB41L2","GAS7",0.669203857310691
"GYPC","MRGPRF",0.668893603335161
"CRYBG3","SLC16A7",0.668410344790098
"ADGRA2","JAM2",0.668362428750898
"EPB41L2","RECK",0.668215492892082
"ICOS","PPP1R16B",0.668083445878033
"FBLN2","PRKD1",0.66800091615888
"MAP4K1","SAMSN1",0.667550935732625
"CCR4","IL2RG",0.667536494626961
"RFTN2","RHOJ",0.667516854053039
"JAM2","MRGPRF",0.667287965928653
"JAM2","ROBO4",0.666942756224679
"PRKD1","SLC24A2",0.666806538137128
"EHD2","MRGPRF",0.665822937598654
"CALCRL","PDE3A",0.665616959131486
"CD48","GNG2",0.665530121810862
"CDH5","ITGA7",0.665519324558902
"CFL1","GUK1",0.665027010358253
"ADGRA2","GNG2",0.664792769672602
"FILIP1L","PRKD1",0.663778896274211
"CALCRL","RHOJ",0.663489135566833
"CDH5","GNG2",0.662740214155202
"PPP1R16B","SLCO5A1",0.662228347641961
"CORIN","PRKD1",0.662079446397363
"FBLN2","TGFBR2",0.660995266536465
"CSPG4","MCAM",0.660283976737328
"CCDC69","GYPC",0.660232904048832
"IL2RG","MYO1G",0.660221149338477
"CDH5","SLIT3",0.660104723740709
"ICAM2","PLPP1",0.659839454345387
"ADAM33","PTCH2",0.65969728815334
"BMX","CCDC69",0.659256438356192
"CCR2","TNFSF13B",0.659119089290433
"AQP1","TGFBR2",0.658983879058903
"ADGRA2","PTPRB",0.658568778868017
"ADGRL2","TGFBR2",0.658199243097764
"CCDC69","CD48",0.657550626057393
"GNG2","TRAT1",0.657423740517905
"GNB2","PKP3",0.657351540078329
"FBLN2","JAM2",0.656736860887467
"DOK3","SIGLEC7",0.656660388164985
"B3GALT2","CLDN18",0.656592385044098
"NT5E","SLIT3",0.656522260076604
"PARD3B","UTRN",0.65641641897849
"GYPC","IL2RG",0.656236374580493
"BMX","ROBO4",0.655669891183681
"CCR4","TNFSF13B",0.655626702189471
"CD48","ICAM2",0.654910776943001
"ARHGEF15","PLPP1",0.654448607248296
"CLDN19","PIK3C2G",0.654379179118638
"JAM2","SLC16A7",0.654378591926039
"ARHGEF15","CCDC69",0.654369015906423
"CCDC69","CCR2",0.654105448253875
"CLDN19","MET",0.654040799723904
"ADGRA2","PRKD1",0.653946438787146
"ADAM33","RHOJ",0.653259337608575
"CALCRL","PLPP1",0.653209906408183
"CDH5","LOXHD1",0.653188803114953
"LRCH2","PDE3A",0.652874888751062
"CLCA4","PIK3C2G",0.652613958132169
"GNG2","TNFSF13B",0.652495804612415
"SLCO5A1","TNFRSF9",0.652436650345265
"FAM171A1","GNG2",0.652408116955499
"CD248","GYPC",0.6523576527186
"GNG2","GYPC",0.652067836920814
"RFTN2","SLIT3",0.65190358027142
"CALCRL","LRCH2",0.65117086905822
"CRYBG3","LRCH2",0.651006211310841
"ABCB1","AQP1",0.650885273262551
"ADGRL2","PTPRB",0.650875869326491
"LRCH2","SCN7A",0.650842262349796
"RECK","RHOJ",0.650824756231793
"GAS7","MRGPRF",0.650788736333962
"GNG2","NT5E",0.650207034832266
"FAM171A1","MET",0.650098539523117
"EHD2","FBLN2",0.649807743168079
"ABCA1","CRYBG3",0.649519439150493
"ADAM12","RFTN2",0.649510034276189
"NT5E","THBS2",0.649420673465877
"GAS7","SLIT3",0.648876872780207
"IL12RB1","SIGLEC7",0.648819390518028
"AQP1","CCDC69",0.648663520635087
"CCDC69","TRAT1",0.648488995788322
"ADGRA2","ELN",0.648458449294466
"ELN","RHOJ",0.648394595652389
"ADGRL2","CRYBG3",0.647585752301226
"PCDHB12","RECK",0.647406289276955
"KIT","MET",0.646974798173627
"FILIP1L","GNG2",0.646384221095473
"DUS1L","UTRN",-0.646014085603202
"FILIP1L","THBS2",0.645814850532705
"GNG2","PTPRB",0.645712850778523
"FAM171A1","ICAM2",0.645489027531658
"CRYBG3","PARD3B",0.645078111647923
"DOK3","MAP4K1",0.645056267262675
"CALCRL","JAM2",0.644651745743555
"ADGRL2","CALCRL",0.644126949365805
"KIT","TGFBR2",0.644017433810734
"GYPC","ITGA7",0.643937111867011
"IL12RB1","SLCO5A1",0.643935230120424
"FBLN2","SLIT3",0.64385007132397
"CD48","GYPC",0.643231163561006
"CLCA4","KIT",0.64320691896311
"PTPRB","RFTN2",0.642781480087428
"FBLN2","GNG2",0.642665475290073
"MET","TEK",0.642613852553034
"ROBO4","TEK",0.641838050438932
"CD248","ESAM",0.641782603235846
"FAM171A1","ROBO4",0.641748937867388
"CALCRL","SLC16A7",0.641207681271731
"CRYBG3","TEK",0.640862784309093
"MS4A1","TNFRSF9",0.640657879193231
"CCDC69","MAP4K1",0.640509936595864
"BMX","PPP1R16B",0.640227842832869
"LRCH2","PTPRB",0.639866025401228
"CCDC69","CD2",0.639763681298652
"ITGA7","PTCH2",0.639739019438018
"JAM2","KIT",0.639731462684459
"ADGRA2","RFTN2",0.639403329488325
"CSF1","FCGBP",0.639151928582373
"GYPC","ROBO3",0.639106074584128
"PKP3","UTRN",-0.638918846888798
"ADGRD1","JAM2",0.638839258451273
"AQP1","MRGPRF",0.638162768104484
"ELN","LRP1",0.638087906724105
"FBLN2","THBS2",0.637995083367495
"LRP1","NT5E",0.637754725933308
"SCN7A","TGFBR2",0.637730252156385
"RFTN2","TEK",0.637672534554994
"ADGRL2","RFTN2",0.63764434060043
"GAS7","SCN7A",0.637615866763762
"AQP1","CX3CL1",0.637544078601199
"FAM171A1","GYPC",0.637050709970073
"JAM2","SCN7A",0.636946883604353
"ABCB1","CCDC69",0.636382985165896
"FAM171A1","GAS7",0.63617222310156
"PDE3A","PTPRB",0.636076354056594
"ESAM","GYPC",0.635523023830848
"ITGA7","JAM2",0.635198268878255
"EPB41L2","UTRN",0.634936774818246
"GNB2","UTRN",-0.634916527898781
"MYO1G","TRAT1",0.634444834841274
"EPB41L2","RFTN2",0.634180999903316
"LRP1","MRGPRF",0.633960886592649
"CALCRL","CRYBG3",0.633924012675295
"DOK3","IL2RG",0.633184264505722
"FBLN2","RHOJ",0.632865983624669
"ADGRL2","TEK",0.632693127042028
"SIGLEC7","TNFSF13B",0.632595404427258
"EPB41L2","PTPRM",0.632262211826039
"GUK1","SHKBP1",0.631979198132971
"CCR2","TGFBR2",0.631932075913363
"DUS1L","PKP3",0.631863600961542
"ABCA1","UTRN",0.63169220978001
"JAM2","PPP1R16B",0.631447583750018
"GYPC","RHOJ",0.631215531649512
"ADAM33","ADGRD1",0.631168157562556
"RECK","SLC16A7",0.630876830146263
"ESAM","JAM2",0.630739907443305
"LRCH2","TEK",0.630536163004817
"ABCB1","CCR2",0.629986187556087
"LRCH2","UTRN",0.629976449706229
"JAM2","SLIT3",0.629915120942073
"CD2","ICAM2",0.629739831502249
"PDE3A","RFTN2",0.629536567613892
"ARHGEF15","TGFBR2",0.62890819173714
"ICAM2","TEK",0.628345688273864
"DUS1L","GNB2",0.627911963649028
"CALCRL","RFTN2",0.627857048959555
"CD2","GNG2",0.627801845795914
"EPB41L2","PTPRB",0.62764981034658
"ROBO3","TNNI2",0.627629745203145
"IL2RG","TNFSF13B",0.627359694633642
"CRYBG3","ITSN1",0.627248398674515
"PPP1R16B","TEK",0.627072875522223
"ADGRL2","RECK",0.627018665716408
"CALCRL","GNG2",0.626766932073158
"PCDHB12","PRKD1",0.626435282254332
"PTPRB","UTRN",0.626193636244806
"CFL1","GNB2",0.626163970438274
"PTPRM","TEK",0.626027307048326
"MRGPRF","RECK",0.625984371159871
"CCDC69","MS4A1",0.625615449358603
"GYPC","MAP4K1",0.625517927331631
"CLDN19","OCA2",0.625434295794942
"COL17A1","CX3CL1",0.62525545918238
"FAM171A1","PPP1R16B",0.62509542111985
"ICAM2","MAP4K1",0.624905536968839
"EHBP1","GUK1",-0.624239963536792
"KANK3","ROBO3",0.623799956482354
"PLPP1","ROBO4",0.623619557620181
"CCDC69","FAM171A1",0.6235810852288
"MET","PTPRB",0.623479486936103
"PDE3A","PTPRM",0.623268682212388
"ESAM","ITGA7",0.623183311195695
"ICAM2","IL2RG",0.623021343746991
"MET","PLPP1",0.622662702475949
"CCDC69","TGFBR2",0.62265589796719
"GNG2","ICAM2",0.622185437049107
"GUK1","RAB25",0.621493933487032
"ABCB1","CDH5",0.621385192919692
"CLCA4","MET",0.621132226629134
"ARHGEF15","PTCH2",0.621127088095996
"EDNRB","TGFBR2",0.620670508167733
"BMX","EDNRB",0.620580380106375
"RHOJ","SLC16A7",0.62020453952442
"PTPRB","SLIT3",0.62003348103384
"EPB41L2","PRKD1",0.619865521507424
"IL2RG","SLCO5A1",0.61975180620362
"SLIT3","THBS2",0.619631587689374
"RHOJ","SLIT3",0.619473000357402
"ADAM33","GYPC",0.618853090902811
"NT5E","RFTN2",0.6185638304581
"AQP1","MCAM",0.618530103526333
"EHBP1","ITSN1",0.618426960787702
"CLDN19","CX3CL1",0.6183506035562
"PCDHB12","RFTN2",0.618162429695937
"CALCRL","CDH13",0.618085452589687
"ICAM2","TGFBR2",0.617861945941843
"AQP1","MET",0.617694455717352
"CCR4","TGFBR2",0.617691788707629
"GNG2","PRKD1",0.617395262606274
"CLIC5","TEK",0.617256667884068
"ADGRA2","ADGRL2",0.617039562069057
"CRB3","PKP3",0.616729615414287
"GAS7","SLC16A7",0.616689843352148
"ADD3","CRYBG3",0.616677064079231
"CLIC5","TGFBR2",0.61636761635006
"LRP1","PCDHB12",0.616160474472803
"DUS1L","EHBP1",-0.615969817444527
"ADGRA2","FILIP1L",0.615813600209692
"KANK3","PTCH2",0.615808470606694
"KIT","RHOJ",0.615725200537959
"FBLN2","NT5E",0.61559339604363
"CLIC5","PTPRB",0.615311646294282
"FBLN2","RFTN2",0.614999024714879
"PDE3A","TEK",0.614662792812164
"LRP1","SLC16A7",0.614118580941194
"CRB3","GNB2",0.613672544946878
"GAS7","PCDHB12",0.612758653024087
"SCN7A","SLC16A7",0.612562761584856
"CD2","GYPC",0.612518603874906
"FAM171A1","PLPP1",0.612358446054167
"CLDN19","KIT",0.612184144366727
"CRYBG3","DUS1L",-0.611883584567406
"ITGA7","RHOJ",0.611855124073966
"GYPC","IL12RB1",0.611498211942929
"FBLN2","SLC24A2",0.611238567819526
"FAM171A1","PTPRB",0.611005105436769
"ADAM12","ADGRA2",0.61089693176142
"ANKRD35","ROBO3",0.610586663880122
"DOK3","SAMSN1",0.610584564604114
"ADD3","LRCH2",0.610540074711527
"ITGA7","PLPP1",0.609986862364322
"KLK7","MET",0.609488806093515
"AQP1","ELN",0.609425541759531
"ADAM33","ROBO3",0.60924919932893
"CRYBG3","SVIL",0.609173969560914
"PTPRG","THBS2",0.609090673152705
"FAM171A1","FBLN2",0.608995275250387
"EPB41L2","TEK",0.608704197535796
"COL17A1","KIT",0.608464701921063
"HLA-A","IL2RG",0.608356466862759
"CCDC69","JAM2",0.608272830466523
"MRGPRF","PRKD1",0.607884527533313
"ADAM12","PLPPR5",0.607714613319229
"ADAM33","KANK3",0.607358277787362
"BMX","CALCRL",0.607247749797458
"FILIP1L","LRP1",0.607164400168397
"FBLN2","GYPC",0.6069589373769
"SLIT3","TEK",0.606642001148964
"ABCB1","ICAM2",0.606565219273898
"CALCRL","PTPRM",0.606548488336559
"PDE3A","RECK",0.606533199540533
"TGFBR2","UTRN",0.606519722055312
"FILIP1L","GAS7",0.60619900346178
"ADGRA2","CALCRL",0.605530217610319
"LOXHD1","PTPRB",0.605406836888667
"ARHGEF15","LOXHD1",0.605259646645224
"ADGRA2","PLPP1",0.605119737258473
"GNG2","TNFRSF9",0.605098699842555
"ADGRA2","CRYBG3",0.60487542877204
"BMX","ESAM",0.604452510811181
"ADAM33","LRP1",0.604384254763165
"ADAM33","FAM171A1",0.60424472940761
"CRYBG3","PTPRM",0.604165286429782
"ELN","FAM171A1",0.60393766583861
"ADGRL2","PRKD1",0.603637072161878
"ESAM","TEK",0.60314095830266
"CD248","ELN",0.602754775216029
"PTPRM","RFTN2",0.602496605963208
"PRKD1","RHOJ",0.602358024336113
"CX3CL1","MET",0.602225941906875
"CX3CL1","KLK7",0.60206342321699
"ADAM33","RECK",0.601721453990245
"PLXNA4","SLC16A7",0.601438896921508
"ADAM12","GNG2",0.601232570288798
"ADAM12","PTK7",0.600665727656344
"IL2RG","SAMSN1",0.600551667085524
"GUK1","TPRN",0.600420667982982
"CCDC69","GNG2",0.600349123707396
"ELN","GYPC",0.600335984111654
"GAS7","KIT",0.600329208346904
"ADAM12","NT5E",0.600213702010433
"ADGRA2","ARHGEF15",0.600116899451406
"THBS2","XYLT1",0.600106512969342
"MYO1G","SAMSN1",0.599623313871483
"ADGRA2","ROBO4",0.599507010654105
"CLCA4","CX3CL1",0.599418190233846
"ADAM33","ADGRA2",0.599414936563256
"CRYBG3","SLIT3",0.599315376170289
"ADAM33","ITGA7",0.599127131224598
"CCR4","GAS7",0.598867401723681
"CLCA4","KCNH8",0.598839566905954
"PPP1R16B","PTPRB",0.598528264895577
"ABCB1","ARHGEF15",0.598195580378958
"ARHGEF15","CD248",0.598128938583104
"ADGRA2","CD248",0.597866319967217
"ADD3","TGFBR2",0.597767677924201
"EPB41L2","FILIP1L",0.597458838609368
"ADGRD1","FAM171A1",0.59742776721631
