"Gene1","Gene2","Correlation"
"PDE3A","PKP3",-0.484942305183441
"PTPRG","PTPRM",0.484939211961821
"DUS1L","SHKBP1",0.484898672833197
"GNB2","SLC19A1",0.484839048193269
"CLCA4","RHOJ",0.484781406150432
"ADAM22","SVIL",0.484764752354893
"DNAJC18","GNB2",-0.48452146208123
"CDH5","CX3CL1",0.484514863268092
"GFRA2","MS4A1",0.484508611543135
"CCR4","RECK",0.48445870261155
"FZD4","LOXHD1",0.484455217322197
"ADAM12","EHD2",0.484199868971093
"ADAM33","MET",0.484038461419897
"ADAM33","CCDC69",0.484019919543725
"CDH5","PLXNA4",0.483922215943533
"CCR2","TEK",0.483900028258168
"PKP3","TEK",-0.483865959932438
"ITSN1","XYLT1",0.483844663040336
"CCDC69","SAMSN1",0.483767406983745
"PCDHB12","PTPRB",0.483726033524397
"COBLL1","UBE2S",-0.483725562932119
"ADGRA2","EDNRB",0.483531091642368
"PLPP1","PPP1R16B",0.483467977221544
"ADGRA2","MAS1L",0.483385845333337
"ABCC4","LRP1",0.483319940118412
"CCR2","SIGLEC7",0.483132616518995
"PTPRB","TPRN",-0.483017155171995
"SLC19A1","UTRN",-0.482884172094557
"SLC35G2","TGFBR2",0.48284214747856
"EPHB2","NT5E",0.482765379613712
"LRCH2","SLC22A18",-0.482537690074728
"MUC1","RAB25",0.482473528989929
"LPAR6","TGFBR2",0.482400388540872
"CCDC69","MET",0.482328619219911
"ARHGEF15","TRABD2B",0.482323312767836
"GAS7","PCDHB4",0.482287958379828
"ABCB1","RFTN2",0.482232444140083
"CRB3","PDE3A",-0.482119253357989
"HLA-A","SHKBP1",0.482084229322334
"SLC22A18","UTRN",-0.4820764753076
"MRGPRF","NCS1",0.482071758673119
"CLDN3","UTRN",-0.482040819635113
"KIT","PLPP1",0.482000232433936
"KIT","RFTN2",0.481940694877899
"ADD3","CCR4",0.481825709906701
"PLPPR5","THBS2",0.481588169521723
"ABCA1","SLC22A18",-0.481576231738886
"EHBP1","SLIT3",0.481573609224266
"CYBRD1","UBE2S",-0.481523161047164
"JAM2","MCAM",0.481465825359333
"GNG2","MET",0.481395072293848
"CDH5","CRYBG3",0.481283126677786
"PLXNA4","RHOJ",0.481271074679828
"EHBP1","PRKD1",0.481251758934698
"ADAM22","PTPRB",0.481205569852448
"CDH17","JAM2",0.481166351080072
"HLA-A","RGS19",0.481165100297712
"CRYBG3","PPP1R16B",0.481079948415939
"ADGRL2","PLPP1",0.481035730827161
"ITSN1","PTPRB",0.481031920557765
"KANK3","MCAM",0.481010588169663
"MUC1","NECTIN4",0.48091805206055
"ADD3","NT5E",0.48087122745527
"PPP1R16B","SCN7A",0.480773779386373
"ADGRD1","LOXHD1",0.480744113618368
"CCR2","LRCH2",0.480743117806535
"GUK1","IL6ST",-0.480558638254884
"ADAM12","SLC16A7",0.480545377047565
"EPB41L2","XYLT1",0.480457934377739
"ITSN1","SLIT3",0.480435732192842
"ADGRA2","CCR4",0.480413351132932
"FBLN7","TRABD2B",0.480387354425115
"B3GALT2","SERINC2",-0.480368696062891
"EHBP1","SHKBP1",-0.480368163081851
"GAS7","PDE3A",0.4801936754104
"NCS1","PTK7",0.480171480343858
"EPB41L2","KIT",0.480164010871868
"GLP2R","LHCGR",0.480147794694545
"CX3CL1","TGFBR2",0.479806624783052
"ADD3","LRRC46",-0.479780683421877
"KCNH8","TRABD2B",0.479747908414273
"ABCC4","PDE3A",0.47970262650794
"FZD4","PPP1R16B",0.479601188786906
"FAM171A1","FBLN7",0.479494368869358
"CFL1","RGS19",0.479478348131542
"FILIP1L","PTPRG",0.479422125737825
"FAM171A1","KANK3",0.479337255748411
"CRB3","RAB25",0.479326203024204
"CRB3","SHKBP1",0.479284626291328
"CRYBG3","PLXNA4",0.479015105571482
"CHRNA1","PLAUR",0.478931970834865
"ADD3","FILIP1L",0.478927079641362
"FBLN2","KIT",0.478826908512362
"ADAM33","LOXHD1",0.478817869399651
"COL17A1","JAM2",0.47880452481961
"CCDC69","PLPP1",0.478782608093344
"ESAM","TGFBR2",0.478741043862105
"EPS8","TEK",0.478731118239665
"CRYBG3","KANK1",0.478711029562937
"CD248","KANK3",0.47861203775742
"ADRB2","AQP1",0.4785738848513
"FBLN2","TRO",0.478552940633489
"ERMN","FILIP1L",0.478544776884211
"BMX","CLCA4",0.478520151681219
"LRP1","SCN7A",0.478474495152546
"CALCRL","PTPRG",0.478404736381736
"ELN","KIT",0.478392820578335
"CD2","SIGLEC7",0.47838649250439
"EPB41L2","FZD4",0.478232962552867
"CRB3","SLC27A1",0.478201218934611
"MET","RECK",0.4780952807567
"CALCRL","LOXHD1",0.478056614460523
"MRGPRF","RFTN2",0.477943642201605
"ABCB1","TXNIP",0.477852779668797
"MCAM","MRGPRF",0.477818681513046
"ABCC4","ADAM12",0.477781393299211
"ADAM22","EHBP1",0.47777809632832
"CX3CL1","KANK3",0.477651779215414
"ABCC4","PTPRM",0.477620691620743
"EDNRB","EPB41L2",0.477581269318451
"ARHGEF15","SLC35G2",0.477534988048235
"CRYBG3","RHOJ",0.477489574548685
"EPS8","THBS2",0.477447393571782
"FAM171A1","PCDHB12",0.477435728688965
"PLPP1","RECK",0.477327071403722
"FBLN2","ROBO4",0.477223526877759
"EDNRB","SCN7A",0.477221167857366
"KCNB2","LRP1",0.47714864658794
"CALCRL","EHBP1",0.476987884195182
"LRCH2","PARD3B",0.476963538786206
"ABCC4","NT5E",0.476907941322741
"JAM2","TRAT1",0.476781803575817
"EFNB1","MCAM",0.476746082086935
"DUS1L","USP53",-0.476739269356331
"ADGRA2","ICAM2",0.476417435294973
"ICAM2","ICOS",0.47633297322971
"CLCA4","JAM2",0.476281591599982
"DOK3","TRAT1",0.476217458328308
"ADGRL2","SLC22A18",-0.47612238069476
"NTRK2","SEMA6D",0.476046744718949
"JAM2","TXNIP",0.476009500225085
"MS4A1","TNFSF13B",0.475982875266726
"DUS1L","SLC22A18",0.475958577847305
"ADGRL2","NT5E",0.475872385622012
"ADAM22","RFTN2",0.475780302670109
"EPB41L2","FBLN2",0.475746921229291
"KANK1","UBE2S",-0.475698739889765
"PRKD1","UTRN",0.475613336621254
"ADGRA2","GYPC",0.475540757898931
"GNB2","SLC27A1",0.475387918380985
"MAP4K1","PTCH2",0.475217417281378
"ABCA1","XYLT1",0.475144243604584
"CDH5","LRP1",0.475039009310893
"GAS7","PTPRG",0.474994296596204
"CRYBG3","SLC19A1",-0.474842767797057
"EFNB1","MRGPRF",0.474731541177424
"PCDHB12","SVIL",0.474721422671319
"ABCG2","JAM2",0.474699634748874
"FILIP1L","UTRN",0.474594896733844
"CLCA4","FAM171A1",0.474534367240964
"ADGRL2","PCDHB4",0.474500517950876
"OCA2","PTCH2",0.474486259017272
"ADAM22","TGFBR2",0.474304372241839
"CLIC5","PTPRM",0.474231835006663
"GYPC","PTCH2",0.474190670736222
"CCDC69","EDNRB",0.474131544512049
"PLPP1","SCN7A",0.473907049873779
"CFL2","TGFBR2",0.473837240539467
"ARHGEF15","EFNB1",0.473749740831253
"LRP1","PTPRG",0.47366723348603
"ADAM33","TRO",0.473626353199997
"DCT","OCA2",0.47361185332668
"NT5E","PLAUR",0.47360386308895
"CNR1","SLC35G2",0.473561780131622
"ADAM12","DSEL",0.473525749360287
"MET","SVIL",0.473186750942695
"JAM2","PCDHB4",0.473153754169226
"ABCB1","ADAM22",0.472956990211044
"ITSN1","PDE3A",0.472908608782566
"ADAM22","GAS7",0.472854957916218
"CDH5","GAS7",0.472848299787628
"CD248","PTK7",0.472690152234331
"ADRB2","TXNIP",0.472672876097804
"CLDN19","FAM171A1",0.472589234462743
"GYPC","MS4A1",0.472403609729597
"KCNH8","PPP1R16B",0.472394447840623
"ARHGEF15","FBLN7",0.472368725548194
"OCA2","TRABD2B",0.47230046664321
"CD2","FAM171A1",0.472267647361204
"DUS1L","RAB25",0.472159353569619
"FAM171A1","SCN7A",0.472135327525149
"CLDN3","TPRN",0.472100767474533
"CX3CL1","ITGA7",0.472030857375776
"ABCB1","SLCO5A1",0.472022169720725
"ADD3","LRP1",0.47197953771859
"ADGRL2","SLC24A2",0.471907345567162
"KANK3","MAP4K1",0.471840177237068
"ABCB1","ROBO4",0.471831514045341
"CDH17","TGFBR2",0.471794304079843
"ABCA1","RFTN2",0.471753793122466
"PCDHB4","SLIT3",0.471750218442172
"AQP1","OCA2",0.471672249577799
"ITSN1","RAB25",-0.471585978601787
"CDH13","CHRM3",0.471548101352823
"CACNA1E","GAS7",0.471477109023852
"RAB25","XYLT1",-0.471401286901894
"CCR4","FBLN2",0.471398120625849
"ABCB1","ELN",0.471358736901205
"GAS7","SAMSN1",0.471353120627105
"COBLL1","DUS1L",-0.471325410290922
"CEACAM5","CEACAM7",0.471276216561331
"ADD3","MET",0.471208697868449
"CALCRL","PPP1R16B",0.471107185294812
"MET","PCDHB12",0.47108273897011
"NT5E","PTPRM",0.471068477032465
"FBLN2","PLXNA4",0.471048358955572
"GFRA2","IL2RG",0.470875851784702
"ADAM22","TPRN",-0.470658892950234
"PKP3","PTPRG",-0.470640240258719
"ERMN","LRP1",0.470473231121203
"LGR6","SCN5A",0.470344609503683
"CDH17","RFTN2",0.470159715894123
"CCR4","FAM171A1",0.470111969879826
"ADGRL2","LRRC46",-0.469944745720212
"ADAM33","PPP1R16B",0.469913878972642
"AQP1","FBLN7",0.469870991750299
"EPHB2","TNFRSF9",0.469582865968782
"ADAM12","CRYBG3",0.46951476004383
"CCR2","MAS1L",0.469314339193676
"ADD3","RHOJ",0.469261396565959
"MBP","ZDHHC2",0.469185373386051
"ITGB3","PTPRM",0.46901273192647
"BMX","CCR2",0.468983618913161
"FBLN2","SLC16A7",0.468859199875954
"ADAM33","ANKRD35",0.468829236915121
"GFRA2","TRAT1",0.468811567374917
"ARHGEF15","SLC16A7",0.468705009489727
"EDA2R","RAB25",-0.468653160569949
"ITSN1","PKP3",-0.468650676556857
"CORIN","RFTN2",0.468636150427462
"ADAM22","ITSN1",0.468615252460735
"ADGRD1","CCR4",0.468601342600993
"ADRB2","CCR2",0.468520779270219
"LRP1","PCDHB4",0.468448194350897
"EDNRB","MCAM",0.468435751400066
"DSEL","RECK",0.468358518373478
"CRB3","PTPRM",-0.468148309759129
"CFL2","TEK",0.467949069406564
"F2RL3","ICAM2",0.467943103107004
"COBLL1","CRYBG3",0.467809291731123
"KLK7","OCA2",0.467770869240896
"ABCB1","SCN5A",0.467715319759328
"ABCC4","CALCRL",0.467506390497717
"SLC27A1","TPRN",0.467451971273159
"LRRC46","SLC22A18",0.467420943965568
"ADD3","JAM2",0.467383672409167
"CD248","NCS1",0.467321881409745
"NT5E","PTPRG",0.467165377167239
"FAM171A1","PLXNA4",0.467082379254706
"ADAM33","CRHR2",0.467046251800534
"CALCRL","GAS7",0.466899039104103
"KLK7","TRABD2B",0.466883985651874
"ABCA1","THBS2",0.466804633056836
"ABCA1","CRB3",-0.466742152811227
"DUS1L","SLC26A6",0.466682530759956
"PPP1R16B","TNFSF13B",0.466666445152886
"CALCRL","PRKD1",0.466641587828385
"CALCRL","PCDHB12",0.466554113483118
"B3GALT2","CDH17",0.466469568702564
"CCR4","JAM2",0.466409595300878
"ADAM33","CDH5",0.46630960125283
"CRYBG3","NT5E",0.466170035439657
"ADRB2","CD48",0.46607650883802
"CFL1","HLA-A",0.466074781446395
"ADGRD1","CRYBG3",0.46603309318753
"CYBRD1","PTPRM",0.466012822939738
"EPS8","RECK",0.46599308489462
"PLAUR","SIGLEC7",0.465909838328523
"CRB3","PTPRG",-0.465752614431587
"EHBP1","PLXNA4",0.465751415101962
"CRYBG3","EDNRB",0.465702453730528
"ADGRL2","PKP3",-0.465685792847455
"ADD3","KIT",0.465678133114317
"ABCB1","MAP4K1",0.465657310725622
"LRP1","TEK",0.465472502314631
"ABCB1","EPB41L2",0.46545913920481
"MYO1G","RGS19",0.465359021277919
"CDH13","PRKD1",0.465332851411064
"PKP3","RECK",-0.465276442071944
"CHRM3","PDE3A",0.46516099188948
"ITSN1","PRKD1",0.465041189483265
"ADAM12","PTPRM",0.465002950700651
"PCDHB12","TEK",0.464865355167029
"FFAR4","IL12RB1",0.464767494139756
"ABCA1","PCDHB12",0.464585286470069
"ADRB2","MAP4K1",0.464554350013424
"DUS1L","THBS2",-0.464525978118732
"MAP4K1","SIGLEC7",0.464494299643059
"CSF1","CXCR2",0.464493922942739
"ERMN","RECK",0.464406865030768
"APOBR","TPRN",0.464389002611823
"ABCA1","RECK",0.464357094211249
"EHBP1","TEK",0.464333084848613
"ADRB2","ARHGEF15",0.464217968470193
"ADGRA2","EHBP1",0.464179040307084
"GAS7","PLPPR5",0.464174668519684
"TPRN","UTRN",-0.464021667503003
"LRRC46","TGFBR2",-0.463959723263828
"ELN","SLC24A2",0.463950956247249
"OCA2","SCN5A",0.463893770889062
"ITGA7","MET",0.463881683363991
"ICAM2","MYO1G",0.463801875043259
"KIT","LRP1",0.463758678444213
"CD48","EPHB2",0.463695184565502
"EHD2","TGFBR2",0.463647811150514
"ITGA7","TXNIP",0.463632105731204
"BMX","FBLN2",0.463624624166708
"EDNRB","ESAM",0.463598718631456
"GUK1","HLA-A",0.463549407916273
"BMX","MAS1L",0.463447125617006
"MAS1L","PPP1R16B",0.46330811964178
"CCDC69","TXNIP",0.463262526037068
"PARD3B","PKP3",-0.463135874637616
"ABCB1","ADD3",0.463122348416673
"CFL1","TPRN",0.463116098801801
"ADAM33","ADRB2",0.463078607047512
"CFL1","SLC4A7",-0.46306971612406
"EPS8","PTPRG",0.463035597177088
"ABCC4","FILIP1L",0.462903836012416
"ADGRD1","PLXNA4",0.462855020570871
"ADAM12","EHBP1",0.462840215783272
"MCAM","PTPRM",0.462815300647696
"ADAM12","FAM171A1",0.46279341456259
"MAS1L","RHOJ",0.462718894090147
"CALCRL","SLC35G2",0.462710353062318
"PTPRG","SLC22A18",-0.462630988191421
"PTPRM","UBE2S",-0.462628037008237
"FBLN2","PLAUR",0.462564825164071
"LPAR6","LRCH2",0.462504503154737
"ADGRA2","CLIC5",0.46235596704568
"CD48","FAM171A1",0.462329263408846
"GNG2","ITSN1",0.462214801676299
"PARD3B","ZBED3",0.462194990108359
"NT5E","TNFRSF9",0.46217579709347
"ELN","FBLN7",0.462127940644008
"ADGRL2","XYLT1",0.462032987679915
"CCR4","EPHB2",0.461977721776398
"SLC19A1","USP53",-0.461854125562224
"DUS1L","SLC19A1",0.461804613926699
"SVIL","TEK",0.461680849762042
"KIT","UTRN",0.461664147651023
"EPS8","KIT",0.461613021507375
"B3GALT2","LRCH2",0.461543012193821
"DOK3","PLAUR",0.46152045417859
"AQP1","KIT",0.461353201972659
"CLDN3","PTPRM",-0.461292515638114
"ABCG2","FAM171A1",0.461224700522532
"GNB2","LRCH2",-0.461198008253992
"EHBP1","PCDHB12",0.461155036921742
"ABCG2","RFTN2",0.461128236184359
"FILIP1L","PLXNA4",0.460976689400978
"CMTM7","GYPC",0.460900088127421
"SLC16A7","SVIL",0.460899958562688
"FZD4","GLP2R",0.460831269271679
"FBLN7","KANK3",0.460820486262018
"CDH5","CHRM3",0.460805787822723
"EDNRB","RFTN2",0.460750556896407
"PARD3B","PTPRM",0.460737046744126
"EPHB2","FBLN2",0.460694139955011
"SHKBP1","SLC27A1",0.460680643158229
"ADD3","CRB3",-0.460662167296057
"CLDN19","JAM2",0.460623407252144
"AQP1","TXNIP",0.460582601162379
"RFTN2","SAMD4A",0.460513970537928
"SHKBP1","UTRN",-0.460324846254637
"FAM171A1","KCNH8",0.460295600282873
"SCN7A","SLIT3",0.460274032107208
"CCR4","FILIP1L",0.460181554266262
"MBP","RAB25",-0.460152520434624
"AQP1","SLC16A7",0.460056407956038
"PCDHB4","PTPRB",0.460019627602316
"CLIC5","EPB41L2",0.459988940192034
"ADRB2","CLIC5",0.459840890471673
"ADAM33","PLPP1",0.459826837304524
"PCDHB12","SCN7A",0.459808769462111
"EDNRB","SLIT3",0.459801092824573
"LRCH2","SAMSN1",0.459703685184426
"KCNB2","LRCH2",0.459683363884425
"CRB3","SLC19A1",0.459630035136598
"CXCR2","EPB41L2",0.459618124609741
"ADGRA2","XYLT1",0.459458763510084
"CMTM7","ROBO3",0.45944350159675
"CRYBG3","SAMD4A",0.459296004482939
"CDH5","KIT",0.459243927563842
"AQP1","GFRA2",0.459105357984244
"AMOTL2","LRP1",0.45905933550187
"ITSN1","SAMD4A",0.458810543756274
"GFRA2","ITGA7",0.458789372152718
"CRYBG3","XYLT1",0.458751638751311
"TEK","TXNIP",0.458694503095421
"ADAM22","TEK",0.45862979608877
"MAS1L","PTCH2",0.458590222053081
"PRKD1","TEK",0.458589694668659
"LRP1","PTPRB",0.458552981265255
"DOK3","EPHB2",0.458535409575947
"BMX","PTPRM",0.458478097956356
"CRB3","EPS8",-0.45834474387967
"SLC24A2","TRO",0.457919467346128
"DSEL","EHBP1",0.457919419118391
"FFAR4","SAMSN1",0.457898464172368
"CLIC5","ROBO4",0.457842353836391
"KIT","SLIT3",0.457734767970794
"CX3CL1","ESAM",0.457625819419231
"ABCC4","PCDHB12",0.457620564913976
"ELN","MAS1L",0.45755595274362
"MET","UTRN",0.457554476607693
"CRYBG3","ZBED3",0.457522206652426
"CLDN3","CRYBG3",-0.457483678690785
"ELN","TEK",0.457369199743068
"ADD3","PTPRB",0.457359337367735
"CD248","HAS1",0.457124668345192
"FILIP1L","MRGPRF",0.457075900720574
"PLPP1","SLC35G2",0.457047688936768
"FILIP1L","ITSN1",0.45704758713029
"RAB25","TGFBR2",-0.456890152222659
"CDH13","GUK1",-0.456870365104724
"ABCC4","ADGRA2",0.456861902137454
"ELN","HAS1",0.456624294375719
"PTPRB","RAB25",-0.456612539752502
"PARD3B","SLC22A18",-0.456507121146411
"CLEC4F","MS4A1",0.456445325858313
"KCNH8","MS4A1",0.456338624930745
"B3GALT2","CRB3",-0.45632436871601
"PTPRG","RAB25",-0.45631955560286
"EPHB2","TTC7B",0.456282253384158
"SERINC2","SLC16A7",-0.45627399128907
"PCDHB4","PDE3A",0.456186330997837
"SAMD4A","UTRN",0.456090811110024
"CALCRL","CRB3",-0.455971044525026
"MCEMP1","PLAUR",0.455931850532496
"ABCA1","ABCC4",0.455837873245038
"AMOTL2","THBS2",0.455826783108221
"GABRG1","TEK",0.455823357694295
"SCN5A","SVIL",0.455805166082056
"ARHGAP19","KIT",0.455764185098688
"CLDN18","GNB2",-0.455762281379831
"HSH2D","PRKD1",-0.455700912562024
"ICAM2","LPAR6",0.455605448095152
"ADGRD1","PTPRM",0.455466274339057
"PLPP1","PRKD1",0.455359881229358
"PTPRB","TXNIP",0.455244480959909
"HLA-A","TNFSF13B",0.455157506070369
"CALCRL","ICAM2",0.454993526782746
"DUS1L","PDE3A",-0.454953444172633
"LRP1","PLPPR5",0.454950152877341
"GFRA2","IL12RB1",0.45494010826407
"EDNRB","PDE3A",0.454921767951546
"CX3CR1","UBE2S",-0.454802370422988
"KCNH8","LGR6",0.454754396853384
"ADD3","PCDHB12",0.454703096288549
"EPS8","UTRN",0.454664121955335
"MET","SLIT3",0.454618209495004
"ITSN1","SVIL",0.454528544075471
"CALCRL","TPRN",-0.454492836889352
"ABCC4","ADGRL2",0.454427825908964
"PARD3B","PTPRB",0.45439762661349
"LRCH2","PPP1R16B",0.454393125057576
"GUK1","ITSN1",-0.45434404533699
"GNG2","ITGA7",0.454049927097913
"ARHGAP19","CLCA4",0.453948974078657
"LRP1","PLAUR",0.453804427691458
"DUS1L","FKBP2",0.453789512811343
"CFL1","IL6ST",-0.453753190356442
"CHRM3","MET",0.453750279453984
"DSEL","LRP1",0.453721043958961
"FILIP1L","PCDHB4",0.453678772225388
"ADAM12","ADD3",0.453649765671394
"ADAM22","SLC22A18",-0.453588151011566
"ABCA1","SAMD4A",0.453496831934681
"ABCB1","SVIL",0.453481629716398
"CD48","CLIC5",0.45341024841618
"FFAR4","GNG2",0.453407410555606
"ADD3","SCN7A",0.453406208473353
"EPB41L2","PLPP1",0.453399742478464
"ARHGEF15","HAS1",0.453366312693024
"CDH13","LRCH2",0.453200650198216
"ICAM2","LOXHD1",0.45316859066425
"CDH17","PPP1R16B",0.453136221028988
"GYPC","SAMSN1",0.453134291717035
"CDH13","FKBP2",-0.453034323220439
"GNG2","SLC24A2",0.45301364203102
"EPHB2","MYO1G",0.45296486069816
"ADAM22","GNG2",0.452943795435749
"DSEL","THBS2",0.452912949623869
"BMX","GAS7",0.452873006428228
"CD248","NT5E",0.452854112953946
"CCR4","NT5E",0.45283209461253
"FBLN7","GYPC",0.45281672206044
"HLA-A","TNFRSF9",0.452813769909813
"LGR6","PIK3C2G",0.452760637519652
"ICAM2","SLC16A7",0.452561836222512
"SLC16A7","SLC22A18",-0.452425730252298
"SERINC2","UTRN",-0.452101701117642
"PTPRG","TGFBR2",0.452051085185181
"EHD2","ITGA7",0.452044948475428
"ADD3","CCR2",0.452032624444477
"ANKRD35","TNNI2",0.451983513726957
"ADD3","PPP1R16B",0.451960407698011
"PTPRG","SVIL",0.451944878721981
"BMX","PLXNA4",0.451941607886243
"ADRB2","FZD4",0.45193391066671
"CCDC69","EPB41L2",0.451880115382667
"SAMD4A","THBS2",0.45186019352199
"CLIC5","SLC35G2",0.451785922363206
"CD248","TGFBR2",0.451766814468928
"PIK3C2G","SLCO1A2",0.451755016643101
"DSEL","PTPRG",0.451702932448885
"CCDC69","FZD4",0.451684668745663
"ADAM22","CALCRL",0.451636726180311
"ADAM12","ILDR2",0.451618059565181
"KANK3","PLPP1",0.45161615011763
"LOXHD1","PDE3A",0.451554901575115
"ADGRA2","AMOTL2",0.451539573229697
"GYPC","SLC16A7",0.451500280758779
"FAM171A1","OCA2",0.451490117259814
"IL2RG","SIGLEC7",0.451471027196431
"CX3CL1","ELN",0.451408939132822
"PLAUR","PTK7",0.451316295669493
"PPP1R16B","RFTN2",0.451070431553337
"NT5E","SAMSN1",0.451038641760556
"PARD3B","RAB25",-0.45092147890035
"EDNRB","FZD4",0.450892144897519
"FAM171A1","SCN5A",0.450765070915512
"CRB3","ITSN1",-0.450722131948742
"CD2","GFRA2",0.450630199928734
"FZD4","LRP1",0.450604233722822
"ARHGEF15","PTPRM",0.450577274362908
"CD248","ITGA7",0.450573677939133
"ESAM","SLIT3",0.450571199649459
"DUS1L","PTPRM",-0.450563564059026
"DUS1L","EPS8",-0.450559979468957
"NT5E","PDE3A",0.450527607381681
"ADAM22","KIT",0.450338578085799
"SHKBP1","TPRN",0.45033694806152
"EPS8","SLC27A1",-0.450282180995087
"JAM2","ROBO3",0.450081722911706
"PDE3A","SVIL",0.450039422088014
"ADGRL2","CHRM3",0.449903716351992
"EPCAM","SAMD4A",-0.449880969406325
"LOXHD1","SLC35G2",0.449852138306447
"GFRA2","KANK3",0.449813957694424
"FILIP1L","PLPPR5",0.449794749847698
"LRRC46","SLC16A7",-0.449755833768292
"JAM2","OCA2",0.449744898969522
"PDE3A","SAMD4A",0.44971805570318
"ESAM","GNG2",0.449717784242106
"SLC24A2","SVIL",0.449661192804912
"CDH13","NT5E",0.449608512982534
"ABCG2","CDH5",0.44950553207395
"CFL2","PTPRB",0.449453328583109
"EPS8","GAS7",0.449444934909573
"GYPC","SLIT3",0.449367590611066
"PTPRB","PTPRG",0.449294190752163
"EDNRB","LOXHD1",0.449243377961555
"CACNA1E","PPP1R16B",0.449165336856078
"GNG2","SIGLEC7",0.448962336432456
"ADGRA2","SLC24A2",0.448893899186627
"PDE3A","SCN7A",0.44886923428475
"KANK1","USP53",0.4488671730871
"KIT","PCDHB12",0.448828006977553
"ADGRD1","TRAT1",0.448816106008698
"CCDC69","MRGPRF",0.448771062872025
"PLPP1","TXNIP",0.448765878913862
"ANKRD35","TRABD2B",0.448689138507975
"ITGA7","SLC35G2",0.448530777062525
"FBLN2","SCN7A",0.448517768373876
"CALCRL","PCDHB4",0.448514654793019
"ITSN1","SLC22A18",-0.448493742661448
"ADGRD1","NT5E",0.448344659836304
"ADAM22","CFL1",-0.448344114654476
"CORIN","SDC2",0.448324678106773
"ARHGEF15","GFRA2",0.448279986195357
"BMX","GABRG1",0.448215157622102
"LRCH2","MAS1L",0.448048122846907
"EHBP1","USP53",0.448026444053217
"RHOJ","SVIL",0.447982692418339
"ADD3","FAM171A1",0.447933645971796
"EPHB2","GYPC",0.447932874987591
"ADGRD1","FBLN7",0.447911347870003
"ADRB2","SAMSN1",0.44774830173739
"EHD2","PLCD3",0.447729842800498
"NT5E","XYLT1",0.447724358679267
"ADGRD1","EDNRB",0.447715231229768
"RFTN2","SVIL",0.447531447582845
"ITGA7","SLIT3",0.447499230162417
"CDH17","GNG2",0.447494952348317
"ELN","PTK7",0.447436055585814
"ABCB1","GYPC",0.447426292381946
"CD248","IL2RG",0.447383149099855
"CCR4","TEK",0.447329560545986
"FZD4","PTPRM",0.447304751091291
"CDH13","ITGB3",0.447295118465052
"ADD3","TEK",0.447294523899014
"CLDN3","EHBP1",-0.447293341825126
"CCR4","LRP1",0.447283055537958
"ADAM12","CDH2",0.44727024887511
"CDH17","RHOJ",0.447256973843014
"ADRB2","TRAT1",0.447221737726854
"PLXNA4","PRKD1",0.447158837104423
"ADAM12","CCR4",0.447128943358839
"ABCB1","LPAR6",0.447128446749545
"CXCR2","GNG2",0.447028312218299
"ADD3","PDE3A",0.446989355392014
"CCDC69","ESAM",0.446946981016914
"JAM2","SVIL",0.446864174507967
"ADGRA2","PTCH2",0.446852814093223
"ADD3","SLC22A18",-0.446840649732781
"CRB3","TEK",-0.446766738303856
"CRYBG3","FKBP2",-0.446643320791819
"MET","PLXNA4",0.446566997390503
"LPAR6","SLC16A7",0.446562566822201
"GNB2","SVIL",-0.44654749474767
"CRB3","PRKD1",-0.446449594886011
"GFRA2","GNG2",0.446406036818182
"CSF1","DOK3",0.446404118344327
"CDH17","RECK",0.446313776495876
"DOK3","HLA-A",0.446265229334373
"PARD3B","RECK",0.446225547399551
"ADAM12","UTRN",0.446145103382809
"NRXN1","NTRK2",0.44609127110771
"ADRB2","PTCH2",0.446059102148532
"ABCA1","PTPRG",0.446044445749326
"ABCC4","SAMSN1",0.44604043420102
"CCR2","GFRA2",0.445980069031102
"CCR2","RHOJ",0.445945900910103
"BMX","EPB41L2",0.445907303939301
"ABCA1","ADD3",0.44578452094326
"CFL2","EDNRB",0.445768269342589
"CCR2","SCN7A",0.445636667608211
"PRKD1","PTPRB",0.445625164334773
"ABCB1","SLCO1A2",0.445569258016934
"FZD4","MET",0.44546746705583
"ICAM2","TXNIP",0.445441207440174
"ESAM","FBLN2",0.445408945185055
"EPB41L2","UBE2S",-0.445401049397524
"DCT","PIK3C2G",0.445287171276019
"DSEL","GAS7",0.445075385330178
"CACNA1E","CDH17",0.444961511115297
"LRCH2","TRO",0.444957859430308
"ADGRD1","CLIC5",0.444868361733302
"LPAR6","RFTN2",0.444717387995334
"GFRA2","ROBO4",0.444711385287761
"GYPC","RGS19",0.444645575540704
"PTPRM","SCN7A",0.444506502822323
"PCDHB4","TEK",0.444504417205551
"FAM171A1","ROBO3",0.44450279140104
"PARD3B","SHKBP1",-0.44446009351576
"DUS1L","PTPRB",-0.444422221445042
"ADAM12","JAM2",0.444360599837283
"FZD4","ICAM2",0.444358206098861
"PLPPR5","RECK",0.44428414441383
"ADGRL2","GUK1",-0.444103459399585
"CDH5","NT5E",0.444084635111307
"ADAM33","SCN5A",0.444002818336491
"PDE3A","XYLT1",0.443976912881113
"DUS1L","XYLT1",-0.443971078841998
"ABCA1","PTPRB",0.443964774280535
"GAS7","LOXHD1",0.443930181171174
"ABCA1","EPS8",0.443867363268537
"KANK1","UTRN",0.44379207351626
"FKBP2","SLC27A1",0.443612166581936
"CXCR2","TGFBR2",0.443541190788176
