"Gene1","Gene2","Correlation"
"ABCB1","C3orf14",-0.0848901407597948
"CCDC154","SIPA1L3",-0.0848803822559753
"ITGA7","PIK3C2G",0.0848717866089827
"ABCA1","MCEMP1",0.0848473683359346
"ARHGEF15","ERMN",0.0848392401644928
"KLHDC7B","UBE2S",0.0848094537889246
"CEACAM5","LRRC46",0.0848086726699556
"EPHB2","GABRA2",0.0848069207694834
"BASP1","SLC4A7",-0.0848013549056958
"CLDN19","MAGI1",0.084800335842165
"EZR","TMC5",0.0847853799773193
"FAM171A1","GPRIN1",-0.0847841836489722
"TREML4","ZDHHC2",0.0847802361581189
"CCR2","PIEZO2",0.0847730268141226
"KANK1","SLC19A1",-0.0847588701696892
"GAB2","RHOJ",0.0847582301341039
"CNR1","LOXHD1",0.0847458339669856
"CFL1","ERBB2",0.084745780972379
"CST6","NTSR1",-0.0847412839978167
"ERBB2","MAS1L",-0.0847289497149053
"CDH2","GRPR",0.0847267107643711
"LPAR3","SIPA1L3",-0.0847248372835441
"BLNK","PCDHB12",-0.0847208857100422
"ERBB2","FAM171A1",0.0847150761411444
"CEACAM7","TMEM40",0.0846966126360211
"AQP4","EPCAM",0.0846928300266038
"AADAT","FILIP1L",-0.084692357229955
"AMOTL2","SCN7A",0.0846834946505942
"LPAR3","PLPP1",-0.0846815794909693
"ADGRL2","SCEL",-0.0846732060059676
"KISS1R","PCDHB12",-0.0846731624294287
"CCDC69","COBLL1",0.0846626259513951
"MBP","PCDHA5",-0.0846610781627239
"MCEMP1","TTC7B",0.0846607177466106
"ITGA7","PLPPR5",0.0846591490527764
"PRKD1","VANGL1",0.0846579332869872
"ESAM","IL6ST",0.0846478491410245
"AQP4","NECTIN4",0.0846452413475116
"EPHB2","MC5R",0.0846432746596433
"CMTM7","GAB2",0.084638542621996
"GPC3","SIGLEC7",-0.0846279994536344
"HCAR3","KCNH8",-0.0846255584207725
"APBB1","GYPC",0.0846250074762029
"SLC13A3","SUSD2",0.0846220988398753
"FAM171A1","SLCO1A2",0.0846193896043449
"PANX2","SLC1A6",-0.0846178295967617
"BASP1","GPC3",0.0846176603648075
"GABRA2","GPC4",0.0846145367050975
"CLEC4F","VANGL1",-0.0845966330943035
"CSPG4","FFAR4",-0.0845856565910252
"CXCR2","NTSR1",-0.0845695953011326
"ABCC4","TRABD2B",-0.0845694620188158
"CACNA1I","KLHDC7B",-0.0845650306853522
"ROBO3","SLC9A2",-0.0845523923117068
"CDH8","CEACAM7",0.0845498797459036
"B3GALT2","PPP1R16B",0.0845493318223549
"CCDC136","SLC27A1",0.0845475187637526
"KCNB2","PLCD3",-0.0845456022333702
"FCGBP","ROBO4",0.0845370251256417
"FCGBP","TPRN",0.0845274994414697
"KANK1","PLXNA4",0.0845135900931155
"CEACAM5","NTRK2",-0.0845087419107908
"ADAM33","CX3CL1",-0.0845073316390063
"FZD4","MBP",-0.0845048567597012
"MUC1","PRIMA1",0.0845046797690131
"LSMEM2","TXNIP",-0.0845030968473297
"CLEC4F","SLC20A1",-0.0844996004939776
"CDH10","MBP",-0.0844955455050968
"CEACAM7","RAI2",0.0844724551010983
"BASP1","KCNH8",0.0844693804002699
"MBP","MMP25",0.0844672712649923
"PLEKHG4","RAB25",-0.0844590584220397
"ARHGAP19","SLCO1A2",0.0844515792945006
"AQP3","CLCA4",0.0844483583843941
"ADRB2","MAGI1",-0.0844464056423713
"PLPP1","SLC20A1",0.0844422671079753
"CCDC69","CDH17",0.0844327215555248
"GFRA2","TNFRSF9",-0.0844303533743394
"ELN","SLC4A8",-0.0843894305968264
"CYBRD1","GRIK5",-0.0843861559119669
"LINGO1","NT5E",-0.084380345761159
"EFNB1","LHCGR",-0.0843658124469479
"ANPEP","LOXHD1",-0.0843588769349834
"ROBO4","TTC7B",0.0843586021152854
"JAM2","NTSR1",0.084358356994266
"MCAM","NTSR1",0.0843424193303179
"ERBB2","NT5E",0.0843318574371639
"FFAR4","FILIP1L",0.0843224381380798
"MCEMP1","NOS1",-0.0843223722571903
"CLDN19","LRRC46",0.0843172993812668
"GPR160","LHCGR",0.0843081970534985
"OXGR1","PSD2",-0.0843038587990353
"CLDN9","EFR3B",0.0843032818151909
"PTPRG","SCEL",0.0842953016668852
"ANO1","CA9",-0.0842944581600437
"ANKRD35","BASP1",-0.0842939559552073
"ADGRA2","GABRA2",0.0842669660100277
"FER1L5","MRGPRF",-0.084256762442102
"GRIK1","KCNB2",0.0842532243074117
"FER1L5","MS4A1",-0.0842392841953801
"FGFR2","NECTIN4",-0.0842378542688628
"ATP8A2","SLCO1A2",0.0842352140691147
"KANK3","KCNH8",-0.0842347765868934
"ADD3","SUSD2",-0.084232640317983
"LRCH2","SLC9A2",0.0842246623587366
"HCAR3","ROBO3",-0.0842180784606952
"CACNA1I","PSCA",0.0842138410116128
"CCR3","SLC16A7",0.0842112844897995
"ADRA1B","CEACAM5",-0.0842112602112356
"MAP4K1","NECTIN4",-0.0842050873326412
"CD48","PSCA",-0.0841993182485603
"ELN","FER1L5",0.0841934088122766
"PCDHA5","XYLT1",0.0841876909789688
"FLVCR1","PLXNA4",-0.0841702427164437
"CALCRL","NECTIN4",-0.0841656847840657
"CDH2","EHD2",0.0841616936580006
"F2RL3","ITGA7",0.0841519542835183
"CALCR","CLDN9",-0.0841493487587956
"PLPP1","TPRN",-0.0841461753535632
"FAM171A1","ITGB3",-0.0841422145180817
"AQP4","PTPRG",-0.0841362815673332
"LPAR3","NRXN1",0.0841260981647473
"DNAJC18","ZDHHC2",0.084122873521833
"LRRIQ3","SIGLEC7",-0.0841222985003958
"BASP1","TREML4",0.084114550006555
"MBP","SLC22A18",-0.0841067134545118
"CACNA1I","HAS1",0.0840967671942742
"CLIC5","DSEL",0.0840932333468307
"GRPR","TTC7B",0.0840927397667671
"SLC20A1","UBE2S",-0.0840923841021456
"AQP3","DGKB",-0.0840903178311539
"PLPPR5","TMEM40",-0.0840889406212443
"ARRDC4","CEACAM7",0.0840853301092245
"EDA2R","GAB2",0.0840839084249246
"MS4A1","PLEKHG4",-0.0840773869070847
"EPHB2","NRXN1",0.0840673645966959
"CFL2","CX3CL1",-0.0840544243193811
"CST6","MAP4K1",-0.0840524627641667
"SRPRB","TMC5",-0.0840392281929484
"AQP4","AQP5",-0.0840268847987179
"ADGRD1","GNB2",-0.084024679988514
"CFL2","MPL",0.0840231840794773
"MET","ZDHHC2",0.0840207664962799
"C3orf14","CLCA4",0.0840114402153916
"CD9","FAM171A1",0.0840012873512512
"COBLL1","EHD2",0.0839950167802981
"ADRA1B","MBP",-0.0839930631763048
"OCA2","PTPRM",-0.0839865079674189
"PTPRB","ZBED3",0.0839844377426276
"FIBCD1","KCNK9",0.0839798470212234
"COL17A1","SAMSN1",0.0839752318928283
"CCR4","TRO",-0.0839737656420357
"OXGR1","VANGL1",-0.0839658958764189
"ARRDC4","FER1L5",-0.0839650268170973
"GPRIN1","SLC14A1",-0.0839649101934683
"CFL2","PLCD3",0.0839598816146112
"KISS1R","SLC5A12",-0.0839597985729897
"SLIT3","TMEM40",-0.083952166400971
"BLNK","GUK1",-0.0839457481857231
"SCN7A","SCUBE3",0.0839443208791835
"CDH10","SCUBE3",-0.0839371792161317
"CX3CR1","SRPRB",-0.0839349887252146
"KLK7","XYLT1",0.0839317390023351
"CALCRL","CLDN9",-0.0839207636042119
"CSF1","JAM2",0.0839135307174944
"GPRIN1","MBP",-0.0839032457972189
"CRYBG3","GFRA2",-0.0839011294487519
"ABCC3","MS4A15",-0.0839010730167825
"CDH2","SLC26A6",-0.0838947587724689
"NECTIN4","ZDHHC2",-0.0838898991504805
"AQP5","LRP1",-0.0838867662926117
"CRHR2","PLXNA4",0.0838776207897384
"GALR1","SLC1A6",0.0838722102331791
"GPC4","ZBED3",0.0838703749951355
"HAS1","PIK3C2G",-0.0838591139647306
"ATP8A2","LGR6",0.0838545456214077
"EDNRB","SLC27A1",0.0838452634036521
"GPRIN1","SIPA1L3",-0.0838350385419389
"ANPEP","ICOS",0.0838333637349944
"ABCB1","APBB1",-0.0838306391756313
"HAS1","LRRIQ3",0.0838296775200446
"GABRA2","TNFSF13B",0.0838284264562119
"AMOTL2","DDIT4L",-0.0838244579099622
"AQP1","EZR",-0.0838119605136556
"CD48","USP53",-0.0838117804439861
"KIT","NTSR1",0.0838078374430935
"CFL2","SLC13A3",0.0838073097807181
"ARHGAP19","SLC14A1",-0.0838056472657683
"CD2","SERINC2",-0.0838035824989419
"FLVCR1","GUK1",-0.0837861019214337
"PCDHB12","PTCH2",-0.0837815030493177
"CDH5","MBP",-0.0837792989245102
"CDH10","FBLN2",-0.0837690078051391
"FBLN2","SCEL",0.0837667558306558
"CSF1","PARD3B",0.0837603448595703
"CRYBG3","SCUBE3",-0.0837594037538108
"CLDN3","FGFR2",0.0837532081023902
"ARHGEF15","GAB2",-0.0837514353957148
"CDH4","SRCIN1",0.0837284778053211
"CLDN19","CLDN9",0.083728271274328
"CCR2","SLC22A18",-0.0837156940796028
"MCEMP1","RGS9BP",-0.0837007437888514
"ELN","PSD2",0.0836978996778003
"ITGA7","SCN7A",0.0836941130627499
"KLHDC7B","RAI2",-0.0836939747708545
"CFL2","EPB41L2",0.0836934815972698
"CALCR","SCEL",0.0836813104292928
"CA9","NRXN1",-0.0836751869408642
"AQP1","SCEL",-0.0836747813300653
"CALCR","HAS1",0.0836709013358636
"BLNK","SUSD2",0.0836703342721335
"CMTM7","ESAM",0.0836665907623484
"ANO1","TRAT1",-0.0836569996669545
"CORIN","SUSD2",0.0836500928382519
"CD9","ZDHHC2",0.0836447745336791
"SLC35G2","ZDHHC2",0.0836388578772557
"AQP4","DCT",0.0836301107076958
"ALK","EHD2",0.0836237513542397
"CCDC154","KLK7",0.0836226743940705
"GABRG1","NTNG1",0.08362006613429
"PLAUR","SLC19A1",0.0836063148148622
"COBLL1","LPAR6",0.0835991151139042
"SLC27A1","TNFSF13B",-0.083584741277316
"CCDC136","KCNK9",0.0835817766634647
"LRFN2","PANX2",-0.0835560811493556
"COBLL1","PRIMA1",-0.083553516374136
"EDA2R","GABRA3",-0.0835447223768768
"FBLN7","RGS9BP",-0.0835416580224432
"PARD3B","SVIL",0.0835358296767185
"ADGRD1","EPCAM",-0.0835301187172482
"ABCB1","SUSD2",0.0835295316763661
"DSEL","IYD",0.0835074859214938
"SCN5A","SVIL",0.0835059822711683
"RHOJ","SERINC2",-0.0835041252410722
"ANPEP","JAM2",0.0834928947013559
"EFNB1","FGFR2",-0.0834913773895935
"CXCR2","RAMP3",0.0834851064640867
"ITSN1","PLCD3",-0.0834840931471867
"RFTN2","SCEL",-0.0834826587435007
"CEACAM7","RGS19",-0.0834761865842941
"KCNH8","TNNI2",0.0834691727035041
"PSCA","SAMD4A",-0.0834604603295387
"ARHGAP19","CST6",-0.0834539915899102
"BASP1","CMTM7",-0.0834539699499399
"FLVCR1","ZDHHC2",-0.083448989361448
"NTRK2","PLEKHN1",-0.0834390957162078
"BASP1","PRIMA1",0.0834367604972868
"LHCGR","NCAM1",0.0834263052541836
"ALK","MS4A15",-0.0834230741027753
"GPRIN1","PRRT3",0.0834219848052427
"DUS1L","NECTIN4",0.083414670409477
"PTCH2","SLC4A8",-0.0834129162938535
"C3orf14","SLC26A6",0.0834103826256322
"ADRA1B","EDNRB",0.0834063971149519
"CCDC168","ICOS",-0.0833852407333381
"LRP1","TBC1D30",-0.0833823005472111
"KISS1R","SRPRB",0.0833735132759259
"AQP4","CD48",0.083373312061609
"ICAM2","SLC20A1",0.0833490748588015
"ADGRA2","CNR1",0.0833402237772304
"MAGI1","PLEKHN1",0.0833326137601002
"EHD2","LRCH2",0.0833313022581351
"EDA2R","PTCH2",0.0833276683286295
"CRYBG3","LRFN2",-0.0833258044533525
"PIK3C2G","SRPRB",-0.0833252153532878
"LPAR3","MRGPRF",-0.0833250918708803
"BMX","CST6",-0.0833227298726978
"CCR3","PTPRM",0.0833164017540646
"GAS7","GPRIN1",-0.083315082324165
"GRIK1","TNNI2",-0.0832922849837869
"DOK3","LGR6",-0.0832904557387932
"ALK","PLEKHG4",0.0832859831538929
"GPC3","SHKBP1",-0.083267934635058
"KANK1","MC5R",0.0832673988828719
"SLC1A6","THBS2",-0.0832575316303899
"ITSN1","LRRIQ3",0.0832307858184954
"DNAJC18","FBLN2",0.0832301669323668
"MS4A1","SLC20A1",0.0832245625887501
"ADRA1B","PTK7",0.0832238878771309
"ADGRA2","LRRIQ3",-0.0832077295428749
"C3orf14","PTCH2",-0.0832023695314285
"LIPJ","PRKD1",0.0831991492422627
"EHBP1","SLC13A3",0.0831943783214809
"FAM171A1","NOS1",-0.0831914771412311
"MAP4K1","PLEKHN1",0.0831858141055121
"CDH10","SCEL",0.0831836290732579
"GPR160","SCEL",0.0831835428609567
"CORIN","EZR",0.0831751034346973
"PIEZO2","TBC1D30",0.083171126336647
"DSEL","ELN",0.083169350413572
"CRHR2","EDNRB",0.0831655125468211
"LRRIQ3","MC5R",0.0831635856810758
"EPS8","LRRIQ3",0.0831572948512726
"LRFN2","SLC13A3",-0.0831528692993722
"KCNK9","PCDHA5",0.0831331479305929
"CD99L2","HSH2D",0.0831292611807156
"GRIK5","ICAM2",-0.0831289221600473
"MC5R","PLXNA4",-0.0831243535114881
"CDH10","SLIT3",0.0831039298893295
"CACNA1I","MCAM",0.0831037648993344
"PCDHA5","ZDHHC2",-0.0831032512796574
"ANO1","CDH10",-0.0831010533241594
"AQP1","FER1L5",-0.0830966424422983
"APOBR","CLEC4F",-0.0830865907126421
"GRIK1","KISS1R",-0.0830786192540292
"DCT","PARD3B",0.0830767177430258
"COL17A1","KCNK9",-0.0830671877887113
"ABCC4","TBC1D30",0.0830639225320704
"EDA2R","RAMP3",0.0830607646118274
"FCGBP","KCNH8",-0.0830564675540656
"MS4A15","NCAM1",-0.08305543795441
"LGR6","PLPP1",0.0830491589366898
"ARRDC4","NRXN1",-0.0830491338378735
"DDIT4L","RGS9BP",0.0830471211221507
"LRFN2","MRGPRF",0.0830466642593007
"ANO2","MCEMP1",-0.0830434855499627
"DGKB","MPL",0.0830432356315036
"SCEL","ZBED3",-0.0830308026549344
"FIBCD1","GPR160",-0.0830194931689498
"MMP25","SCEL",0.0830132291083178
"PSD2","SLC13A3",0.0830067613831192
"AMOTL2","PTPRB",0.0830059174937671
"ALK","MS4A1",-0.0830013918351952
"GPC3","USP53",-0.0829994112291418
"DCT","TRO",0.0829971370555879
"NT5E","PLPPR5",0.0829901465377692
"CCR2","LIPJ",0.0829842343859337
"SCEL","SLC26A6",0.082970150545708
"LRRC46","TBC1D30",0.0829615238493718
"ITGA7","OXGR1",0.0829536056570824
"GABRG1","KIT",0.0829516281436463
"APOBR","NOS1",-0.0829512687597581
"CCDC136","DUS1L",-0.0829411538320896
"CXCR2","NOS1",0.0829404604209815
"CD48","PTPRG",-0.0829389562878928
"CSF1","TRO",-0.08293704913954
"EFNB1","KLK7",0.0829258926855648
"PLAUR","TRAT1",-0.0829136905295748
"CFL1","NTRK2",-0.0829080252173627
"LHCGR","SLC26A6",0.0829051589109714
"CST6","PTK7",0.082903542678047
"NCS1","PKP3",0.0829010223300906
"CDH8","EHD2",0.0828947293464044
"MPL","PIK3C2G",0.0828913881283306
"ANO2","TMEM40",0.0828899392378589
"EDNRB","KANK1",0.0828819479928302
"ARHGEF15","DNAJC18",0.0828625332082243
"FAM171A1","NCS1",0.0828518607417895
"FFAR4","PANX2",-0.0828391229766939
"PLEKHG4","SLCO5A1",0.0828343165120334
"ADGRL2","PTK7",0.0828333793024932
"CYBRD1","LIPJ",0.0828248041623756
"GPC4","SAMSN1",-0.0828192497279288
"EPS8","SIGLEC7",-0.0828186063328879
"CYBRD1","OCA2",-0.0828093784403131
"MCEMP1","MMP25",0.0828074602399106
"PIK3C2G","TPRN",-0.0828012079588477
"KLK7","LPAR3",-0.082800357491288
"CRB3","LRFN2",-0.0827886602227461
"CD48","EDA2R",0.0827854303589189
"GPR160","PIEZO2",0.0827849638822003
"FCGBP","IYD",-0.0827843073164966
"C3orf14","PLEKHN1",0.0827736895835149
"GPRIN1","PLPPR5",-0.0827622556444225
"OCA2","PKP3",0.0827556197702878
"CSF1","SLC35G2",-0.0827469984096568
"F2RL3","NECTIN4",0.0827410636800886
"ABCC3","FER1L5",0.0827258061521477
"FLVCR1","NTRK2",-0.0827234389337066
"CD99L2","SCEL",0.0827204844330233
"AQP5","BMX",0.0827081392573951
"CDH13","GYPC",-0.0827035512542363
"CLEC4F","CSPG4",0.0827019136434113
"CALCRL","GRIK5",-0.0826943609387769
"CLDN18","MCEMP1",0.0826896745986168
"CACNA1I","HCAR3",-0.0826821795345912
"MCAM","TNFRSF9",-0.0826820517973501
"NT5E","RAB25",-0.0826744636221749
"CALCR","GYPC",0.0826531657467654
"DCT","MAGI1",0.0826449235174722
"DSEL","LRRIQ3",0.0826441532280788
"BAIAP2L1","MMP25",-0.0826426315898112
"ALK","SLCO5A1",-0.082630101788517
"CCDC154","OXGR1",-0.082623582692852
"ABCC3","CEACAM7",0.0826043804008067
"KCNB2","NRXN1",0.0826019822006572
"CCDC168","NECTIN4",-0.0825967761357132
"DNAJC18","SLC26A6",-0.082588078070554
"DOK3","NTNG1",-0.0825862477487838
"CORIN","CX3CL1",-0.0825736490319724
"MRGPRF","SLC5A12",0.0825728907690327
"CD9","OCA2",0.0825696467877119
"MAS1L","NCAM1",0.0825688914698614
"LRCH2","TRABD2B",0.0825686060595568
"PRRT3","RAI2",-0.0825662898583554
"CDH2","GABRA3",-0.0825609955955825
"CCDC69","PLCD3",-0.0825599165050652
"KCNH8","SLC27A1",-0.0825570513324112
"ABCA1","CDH4",-0.0825497451781619
"MAGI1","PRRT3",-0.0825490617244351
"ANO2","CD48",-0.082546428512314
"KANK3","PANX2",0.0825445015337202
"PSD2","SLC27A1",0.0825429700486821
"GAS7","TMEM40",-0.082541773721161
"COBLL1","GPC3",-0.0825346906302015
"C3orf14","DGKB",-0.082532728845784
"C3orf14","NTRK2",-0.0825223884908285
"CLDN19","RFTN2",0.0825093643152639
"CX3CR1","FIBCD1",0.0825005418400781
"LINGO1","MPL",-0.0824975002823859
"CDH8","GRIK5",0.0824953171638536
"CDH5","SLC27A1",0.0824935689080238
"ADAM12","OCA2",-0.0824872541718855
"AQP5","LPAR3",-0.0824870491055789
"ANO1","CHRNA1",0.0824834494759511
"ADGRA2","PLEKHN1",0.0824707842213793
"GFRA2","TTC7B",0.0824690180713926
"CDH4","SLIT3",0.0824651068188254
"IYD","ROBO3",-0.0824643370297783
"APBB1","CA9",-0.0824641605780937
"ARHGEF15","PTK7",0.0824624392785192
"ARHGEF15","PLAUR",0.0824476619676863
"ICAM2","NOS1",-0.08243424468503
"FIBCD1","TBC1D30",-0.0824286086635702
"CRYBG3","ERBB2",-0.0824272787161152
"EDA2R","IL2RG",-0.0824225986516432
"LIPJ","SLCO1A2",0.0824182318458439
"RAMP3","SDC2",-0.0824167871487633
"ITSN1","VANGL1",0.0824165260304598
"FIBCD1","MMP25",-0.0824120048401907
"CD99L2","PSD2",0.0824034223619774
"FAM171A1","MPL",0.0823916652493114
"BAIAP2L1","SCUBE3",-0.0823846877536497
"ELN","SIGLEC7",-0.0823783095249011
"CEACAM5","KCNH8",-0.0823761413006694
"ABCA1","HAS1",-0.0823756036174062
"EFNB1","MS4A15",0.0823671325314446
"CEACAM7","TPRN",-0.0823606716468312
"CHRNA1","PIK3C2G",-0.0823568760857641
"ANKRD35","CLDN18",-0.0823512367228802
"CHRNA2","LRRC46",0.0823325318933794
"CALCRL","CCDC168",0.082319238606304
"CRYBG3","FCGBP",-0.0823172139159668
"CMTM7","HSH2D",0.0823097997706337
"SLC14A1","UBE2S",-0.082304467931408
"ATP8A2","CHRM3",0.0823014878532345
"EDA2R","LSMEM2",0.0822946541184146
"AMOTL2","CLDN3",0.0822919465669575
"JAM2","SRCIN1",-0.0822900782704276
"TGFBR2","TMEM40",-0.0822900275208542
"PIK3C2G","SLC16A7",0.0822889197529368
"CLDN3","KANK3",0.0822883348218785
"CHRNA2","NOS1",0.0822877678985504
"CHRNA2","FBLN7",-0.082263135028311
"C3orf14","RGS9BP",-0.0822620380818876
"AQP5","NOS1",-0.0822583702856338
"ANKRD35","EPCAM",0.0822564217310663
"ADRB2","APBB1",-0.0822530463822049
"C3orf14","MCAM",-0.0822511756414579
"CLCA4","ITGA7",0.0822504811298897
"ANKRD35","CD9",0.0822503859854011
"SLC13A3","SLC4A4",-0.0822501594259019
"MUC1","SLC13A3",-0.0822455219844481
"CLIC5","PLEKHG4",-0.0822397929994879
"GABRA2","VANGL1",0.0822347190336302
"CACNA1E","COBLL1",-0.0822270698947016
"EHBP1","NTRK2",0.0822229035561619
"CHRNA1","SLCO1A2",-0.0822205033498868
"ARRDC4","DNAJC18",0.0822115453878842
"CLDN9","MBP",-0.0822112246283411
"GYPC","RFTN2",0.0822025816419434
"NTRK2","OXGR1",-0.082188549700214
"EZR","PTPRM",-0.0821837613632384
"APOBR","SCN7A",-0.0821829392559238
"ABCC3","SLC35G2",0.0821717403698763
"CRHR2","FAM171A1",-0.0821644825811617
"DCT","F2RL3",-0.0821602986197711
"KCNK9","PLAUR",0.0821536349282557
"SLC5A12","TNFRSF9",-0.0821535580678958
"PLEKHG4","PTPRM",-0.0821490883221631
"GPR160","ICOS",0.0821476472891731
"OCA2","SLCO1A2",0.08214717398156
"AQP4","RFTN2",0.0821379854383525
"IL6ST","SLC13A3",-0.0821356192123704
"CLCA4","GNG2",-0.0821337271342822
"NCS1","ROBO3",-0.0821215385646986
"SERINC2","TTC7B",-0.0821178102388513
"ABCC4","NCAM1",0.0821066676610174
"ABCC3","LRCH2",0.0821044272257371
"NCAM1","TNFSF13B",-0.0820773649600987
"CDH10","EPCAM",-0.0820718428939508
"LRFN2","TRAT1",0.0820671374755525
"CD99L2","KCNH8",-0.0820586971478917
"HAS1","PLPPR5",0.0820583792197853
"PLEKHG4","SHKBP1",0.0820544553740591
"CACNA1I","NECTIN4",0.0820542727364095
"EHBP1","ITGB3",0.0820462053476117
"APOBR","KCNB2",-0.0820417019015012
"AMOTL2","SLC20A1",0.0820402820744929
"PKP3","SIPA1L3",-0.0820388155110571
"ABCC4","SCEL",0.0820353524653932
"CEACAM5","GABRG1",0.0820209222885274
"CDH10","DNAJC18",0.0820087555115109
"KCNH8","VANGL1",-0.0820082961676153
"ICAM2","NCAM1",-0.0820046661946509
"CLIC5","GFRA2",0.0820027917959356
"CLDN18","HAS1",0.0819987512459544
"ELN","GABRA2",0.0819970785636149
"CD248","PARD3B",-0.0819890215349788
"ADGRL2","CLEC4F",-0.0819845087158777
"GPC4","LRFN2",-0.0819844147349078
"MMP25","VANGL1",-0.0819843210418422
"CD9","OXGR1",0.0819821275395942
"LPAR6","SLC4A7",0.0819794628184477
"GRIK5","TNFRSF9",-0.0819761779365952
"HAS1","SLC19A1",0.0819752055844042
"CCDC136","GPC4",0.0819700167106592
"CCDC154","SRPRB",-0.0819688952937604
"ILDR2","LPAR3",0.0819665513419104
"ANPEP","TMC5",0.0819658474550459
"EFR3B","PANX2",0.0819572980421026
"ABCC3","LSMEM2",0.0819521133709126
"GLP2R","MRGPRF",0.0819495837418216
"PTPRM","SLC9A2",0.0819372220946679
"FLVCR1","IYD",-0.0819358508196964
"CLIC5","SUSD2",0.0819327894204493
"NCS1","ZBED3",-0.0819302740054559
"OCA2","UBE2S",-0.0819228688395988
"SLCO1A2","TRABD2B",-0.0819214322841871
"CRYBG3","PSD2",-0.0819094764414259
"CD48","SLC14A1",0.0819030375827408
"LOXHD1","NCS1",-0.0819011737532369
"LRRIQ3","PSCA",-0.0818909987811968
"FLVCR1","PTCH2",0.0818842187484135
"ADGRD1","UTRN",0.0818831419859256
"FIBCD1","SCN7A",-0.0818817102867277
"CEACAM5","SNTG2",0.081877233719378
"ATP8A2","FIBCD1",0.0818755094908249
"SLC26A6","VANGL1",-0.0818745961826031
"ADAM22","MMP25",-0.0818727008243663
"RECK","SLC9A2",0.0818690566076154
"LIPJ","OXGR1",-0.0818671508287352
"CD248","MCEMP1",0.0818607315675417
"CD2","GPRIN1",0.0818589152880622
"CNR1","IYD",0.0818559744645368
"CLEC4F","PSCA",-0.0818430522388611
"CMTM7","SAMSN1",-0.0818427516956877
"LPAR3","PLEKHN1",-0.0818419380093292
"SLC9A2","TRABD2B",-0.0818386512119002
"MS4A15","PSCA",0.0818370733720596
"CDH4","MS4A15",0.0818034970598482
"CRHR2","EHBP1",0.0817919641646479
"CDH4","EFR3B",0.0817905936691185
"CHRNA2","FAM171A1",-0.0817875837191326
"EPHB2","HAS1",0.0817823712513453
"CDH17","CDH2",0.0817691213636999
"EPCAM","TRAT1",-0.0817635006167848
"KISS1R","RECK",-0.0817497767358229
"GPC4","MET",0.0817486704022295
"DUS1L","PCDHB4",-0.0817462731892828
"EPB41L2","TNNI2",0.081744195819828
"AQP3","ITGB3",-0.081736700272134
"ADRA1B","CLDN9",0.0817291000540082
"EDNRB","SIGLEC7",0.0817255552728924
"GAS7","KLK7",-0.0817212808040793
"ICOS","NTNG1",-0.081719238945937
"FER1L5","SHKBP1",-0.0817077913590618
"ATP8A2","SLC24A2",0.0817042607781989
"LRP1","SLCO5A1",-0.0817002882486987
"ARHGEF15","PARD3B",0.0816988858540208
"GPRIN1","VANGL1",0.0816955896751966
"ADGRD1","CFL2",0.0816885795967419
"DOK3","LOXHD1",-0.0816860426458889
"CLDN18","LINGO1",-0.0816859918073542
"CCDC168","KCNK9",0.0816831845493133
"C3orf14","SLCO1A2",-0.0816829573687289
"CALCRL","LPAR3",-0.0816740215368381
"CD9","LPAR3",0.0816739096123787
"GRIK1","SAMSN1",0.081672478638538
"ADRB2","SLC27A1",0.0816722418677063
"CLDN3","FLVCR1",0.0816697120523505
"FIBCD1","LGR6",0.0816677999584799
"HLA-A","RAI2",0.0816567637190465
"SLC4A7","TXNIP",0.0816512225779922
"ARRDC4","SHKBP1",-0.0816500141085271
"CCDC136","SAMSN1",0.0816240211185331
"ERMN","FKBP2",-0.0816189424680492
"ROBO4","SCN5A",-0.0816154750746628
"RHOJ","SLC22A18",-0.0816132701043892
"GRIK5","PLEKHG4",0.0816104489484621
"DSEL","NRXN1",0.0815975978267204
"AMOTL2","SLC14A1",-0.0815958040442544
"AADAT","SCN7A",-0.0815896131213956
"ATP8A2","COL17A1",0.0815860997319378
"OXGR1","TNNI2",-0.0815741732093843
"CCR3","EDA2R",0.0815710239040551
"NCS1","RECK",-0.0815562024742084
"CSPG4","SLC35G2",0.081538622779928
"C3orf14","KANK1",-0.0815362099245432
"CCR3","SDC2",-0.0815295234583031
"CRHR2","SIPA1L3",0.0815226074272536
"CMTM7","RECK",-0.0815124345576284
"GPC4","MCAM",0.0815105883814471
"CNR1","OXGR1",0.0815049565649132
"F2RL3","GALR1",0.0814972377422371
"AADAT","GNG2",-0.0814961450237272
"LRP1","LRRC46",0.0814845504948305
"COL17A1","FCGBP",0.0814824175571319
"PLEKHN1","PLPP1",-0.0814789867464979
"ABCG2","VANGL1",-0.0814753289944193
"GPR160","SLC27A1",0.0814662997648519
"HSH2D","SLC14A1",-0.0814640953143029
"CX3CR1","MET",0.0814613912067973
"CCDC69","TRO",-0.081461009959106
"BAIAP2L1","PLEKHG4",-0.081458949914008
"CCDC154","NTSR1",0.0814552669205485
"GLP2R","PLEKHN1",-0.0814545214438315
"CCR2","PRIMA1",-0.0814342408343155
"CRHR2","ZDHHC2",0.0814340820563505
"ADAM33","COBLL1",-0.0814327188083122
"FGFR2","TRABD2B",-0.0814310643906014
"MCEMP1","SEMA6D",-0.0814301201429744
"ANPEP","LPAR6",0.0814289701601181
"CRHR2","EHD2",0.0814285721652329
